id,name,genres,publisher,year,page_count,purchase_link,price,avg_rating,num_ratings,maturity_rating,language,description,image,authors
1402,Prisoner of Love,['Biography & Autobiography'],New York Review of Books,2003,430.0,,,4.0,1.0,NOT_MATURE,en,"Follows the late author's experiences and observations as a visitor to an early 1970s Palestinian refugee camp, in a lyrical and philosophical account that offers insight into the Palestinian cause and the Middle Eastern conflict. Original.",http://books.google.com/books/content?id=zXM0px02-WEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Jean Genet']
1403,La Machine Infernale,,,1960,135.0,,,,,NOT_MATURE,en,,,['Jean Cocteau']
1404,La Machine Infernale,,,1960,135.0,,,,,NOT_MATURE,en,,,['Jean Cocteau']
1405,The Selected Poetry of Pier Paolo Pasolini,['Poetry'],University of Chicago Press,2014-08-20,456.0,https://play.google.com/store/books/details?id=dmUIBAAAQBAJ&rdid=book-dmUIBAAAQBAJ&rdot=1&source=gbs_api,28.99,,,NOT_MATURE,en,"Most people outside Italy know Pier Paolo Pasolini for his films, many of which began as literary works—Arabian Nights, The Gospel According to Matthew, The Decameron, and The Canterbury Tales among them. What most people are not aware of is that he was primarily a poet, publishing nineteen books of poems during his lifetime, as well as a visual artist, novelist, playwright, and journalist. Half a dozen of these books have been excerpted and published in English over the years, but even if one were to read all of those, the wide range of poetic styles and subjects that occupied Pasolini during his lifetime would still elude the English-language reader. For the first time, Anglophones will now be able to discover the many facets of this singular poet. Avoiding the tactics of the slim, idiosyncratic, and aesthetically or politically motivated volumes currently available in English, Stephen Sartarelli has chosen poems from every period of Pasolini’s poetic oeuvre. In doing so, he gives English-language readers a more complete picture of the poet, whose verse ranged from short lyrics to longer poems and extended sequences, and whose themes ran not only to the moral, spiritual, and social spheres but also to the aesthetic and sexual, for which he is most known in the United States today. This volume shows how central poetry was to Pasolini, no matter what else he was doing in his creative life, and how poetry informed all of his work from the visual arts to his political essays to his films. Pier Paolo Pasolini was “a poet of the cinema,” as James Ivory says in the book’s foreword, who “left a trove of words on paper that can live on as the fast-deteriorating images he created on celluloid cannot.” This generous selection of poems will be welcomed by poetry lovers and film buffs alike and will be an event in American letters.",http://books.google.com/books/content?id=dmUIBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Pier Paolo Pasolini']
1406,Saint Paul,['Performing Arts'],Verso Trade,2014,142.0,,,,,NOT_MATURE,en,"A screenplay of an unfinished film about St. Paul by the late Italian director of Salò reflects an evolving literary trend toward religion in philosophy and critical theory, sharing passionate views intended to both sacralize and profane filmic realities.",http://books.google.com/books/content?id=F7pvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Pier Paolo Pasolini']
1407,Poems,['Poetry'],"Farrar, Straus and Giroux",1996-04-30,231.0,,,5.0,1.0,NOT_MATURE,en,"""Sex, death, political passion, these are the simple objects to which I give my elegiac heart"" Winner of the first Renato Poggioli/William Weaver Award of PEN American Center Pier Paolo Pasolini (1922-1975), who is best known in this country as an inspired filmmaker, was also the most outspoken and original Italian writer of his generation, the author of distinguished and controversial novels and plays, political and literary criticism, and, above all, poetry. His poems are widely considered the most important contribution to Italian literature since Montale and, along with the work of Brecht and Neruda, represent the most powerful political poetry of the century. This dual-language book presents his major poems as well as an autobiographical essay, which together make for an outstanding introduction to Pasolini's exceptional gifts as a poet.",http://books.google.com/books/content?id=oiDdwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Pier Paolo Pasolini']
1408,Petrolio,['Executives'],Pantheon,1997,470.0,,,,,NOT_MATURE,en,"An unfinished novel by the murdered Italian author and filmmaker focuses on Carlo, a left-wing Italian Catholic working for the state-controlled oil company, a man who becomes obsessed with satisfying his perverse, insatiable sexual passions.",http://books.google.com/books/content?id=7VddAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Pier Paolo Pasolini']
1409,Pasolini's Bodies and Places,['Motion picture producers and directors'],Patrick Frey Edition,2017,640.0,,,,,NOT_MATURE,en,"Around 1980 in Rome, a small cooperative around film critics Michele Mancini and Giuseppe Perrella produced a mysterious, elaborate and yet seemingly effortless 600-page book of b&w photographs, Pier Paolo Pasolini: Corpi e Luoghi (1981). In the multifaceted cultural and political environment of the era, the publication was acclaimed an indispensable tool for future Pasolini (1922-1975) research. Although long since forgotten and out of print, Corpi e Luoghi, to this day, it remains what one reviewer called the most Pasolinian book to date. With its relentless and yet playful classification of some 2,000 film stills arranged under the categories of bodies and places, Mancini and Perrella stage an ever-shifting archival space. Some of the pictures recurring under various subcategories. With a hidden reference to Walter Benjamin and a correspondingly revolutionary attitude, quotation here is understood as a form of appropriation, as a practical application of specific material.",http://books.google.com/books/content?id=t8CvswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"['Michele Mancini', 'Pier Paolo Pasolini']"
1410,Stories from the City of God,['Literary Collections'],"Other Press, LLC",2019-05-21,272.0,https://play.google.com/store/books/details?id=48hqDwAAQBAJ&rdid=book-48hqDwAAQBAJ&rdot=1&source=gbs_api,8.99,4.0,1.0,NOT_MATURE,en,"Now in paperback, a collection of the legendary filmmaker's short fiction and nonfiction from 1950 to 1966, in which we see the machinations of the creative mind in post-World War II Rome. In a portrait of the city at once poignant and intimate, we find artistic witness to the customs, dialect, squalor, and beauty of the ancient imperial capital that has succumbed to modern warfare, marginalization, and mass culture. The sketches portray the impoverished masses that Pasolini calls ""the sub-proletariat,"" those who live under Third World conditions and for whom simple pleasures, such as a blue sweater in a storefront window, are completely out of reach. Pasolini's art develops throughout the works collected here, from his early lyricism to tragicomic outlines for screenplays, and finally to the maturation of his Neo-realism in eight chronicles on the shantytowns of Rome. The pieces in this collection were all published in Italian journals and newspapers, and then later edited by Walter Siti in the original Italian edition.",http://books.google.com/books/content?id=48hqDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Pier Paolo Pasolini']
1411,"P.P.P., Pier Paolo Pasolini",['Performing Arts'],Hatje Cantz Pub,2005,208.0,,,,,NOT_MATURE,en,"Pasolini and Death: Pier Paolo Pasolini 1922-1975~ISBN 3-7757-1633-5 U.S. $45.00 / Hardcover, 8.75 x 10.75 in. / 208 pgs / 30 color and 60 b&w. ~Item / February / Film The mark which has dominated all my work is this longing for life, this sense of exclusion, which doesn't lessen but augments this love of life. --Pasolini",http://books.google.com/books/content?id=Fr4mAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"['Pier Paolo Pasolini', 'Roberto Chiesi']"
1412,The Long Sandy Road,['Photography'],Contrasto Due,2015-05-04,236.0,,,,,NOT_MATURE,en,An intense text that continues to strike for its depth and poetic sensitivity.,http://books.google.com/books/content?id=wRnQrQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"['Pier Paolo Pasolini', 'Philippe Seclier']"
1413,St. Paul,['Performing Arts'],Verso Books,2014-07-15,192.0,,,,,NOT_MATURE,en,"Pasolini's unfinished gem goes from St. Paul to testing the limits of cinematic reality. Presented here for the first time in English is a remarkable screenplay about the apostle Paul by Pier Paolo Pasolini, legendary filmmaker, novelist, poet, and radical intellectual activist. Written between the appearance of his renowned film Teorema and the shocking, controversial Salò, or the 120 Days of Sodom, St Paul was deemed too risky for investors. At once a political intervention and cinematic breakthrough, the script forces a revolutionary transformation on the contemporary legacy of Paul. In Pasolini's kaleidoscope, we encounter fascistic movements, resistance fighters, and faltering revolutions, each of which reflects on aspects of the Pauline teachings. From Jerusalem to Wall Street and Greenwich Village, from the rise of SS troops to the death of Martin Luther King, Jr, here— as Alain Badiou writes in the foreword—'Paul's text crosses all these circumstances intact, as if it had foreseen them all'. This is a key addition to the growing debate around St Paul and to the proliferation of literature centred on the current turn to religion in philosophy and critical theory, which embraces contemporary figures such as Alain Badiou, Slavoj Žižek and Giorgio Agamben.",http://books.google.com/books/content?id=xGdWjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Pier Paolo Pasolini']
1414,Roman Poems,['Poetry'],City Lights Books,1986-06,145.0,,,4.0,1.0,NOT_MATURE,en,"Life on the outskirts of modern Rome, seen as an inferno.",http://books.google.com/books/content?id=QpaTGd0SMXkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Pier Paolo Pasolini']
1415,The Ragazzi,['Fiction'],Carcanet Press,2007,256.0,,,,,NOT_MATURE,en,"An unsentimental depiction of the poverty and chaos of life in the slums of 1950s postwar Rome, this novel follows Ricetto, an Italian youth, and his gang who survive by their wits, their cruelty, and their instincts for survival. Their lives are shaped by hunger, theft, betrayal, and prostitution, and they celebrate their triumphs with brutal abandon and die bleak deaths. This harsh world is portrayed with an understanding that humanity and even humor can exist amidst a hard and amoral society. A novel that caused a scandal upon its first publication more than 50 years ago, this new translation eloquently captures the gritty Roman slang of the Italian original and tells a story that still resonates powerfully to this day.",http://books.google.com/books/content?id=0YmIGAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Pier Paolo Pasolini']
1416,Heretical Empiricism,['Language Arts & Disciplines'],New Academia Publishing/ The Spring,2005,320.0,,,,,NOT_MATURE,en,"This is an expanded edition of Pier Paolo Pasolini's long out-of-print Heretical Empiricism. It includes a new Introduction by Ben Lawton that discusses the relevance of the book on the 30th anniversary of the author's death. It also features the first approved translation of ""Repu- diation of the 'Trilogy of Life',"" one of Pasolini's most con- troversial final essays.While Pasolini is best known in the U.S. as a revolutionary film director, in Italy he was even better known as poet, novelist, playwright, political gadfly, and scholar of the semiotics of film. ""New Academic Publishing should be commended for making this expanded version of Pier Paolo Pasolini's Hermetic Empiricism once again available to the English-speaking public, especially in the light of the fact that the important essay, ""Repudiation of the Trilology of Life,"" has been added to its contents. Thirty years after Pasolini's violent death on 2 November 1975, the appearance of this excellent translation and edition of his major writings on Italian film, literature, and language is most welcome. No figure has emerged in Italy since the writer/director's death that has aroused such passionate opinions from all sides of the political and cultural spectrum. The translations by Ben Lawton and Louise Barnett render Pasolini's sometimes complex prose accurately with ample explanatory notes to guide the reader without a firm grasp of the original essays in Italian. This book represents an important work to have in every library devoted to cultural criticism, cinema, and literary theory."" -- Peter Bondanella, Distinguished Professor of Comparative Literature and Italian, Indiana University ""One of the greatest cultural figures of postwar Europe, Pier Paolo Pasolini (1922-1975), who is already widely known as a revolutionary filmmaker, was an equally important writer and poet. Pasolini's numerous works are published in some 50 volumes, which include poetry, novels, critical and theoretical essays, verse tragedies, screenplays, political journalism, and translations. With this successful and complete translation of Empirismo eretico (a collection of Pasolini's interventions on language, literature, and film written between 1964 and 1971), editors Barnett and Lawton have made a wide sample of Pasolini's most significant theoretical work available to the English-speaking reader. Essays on the screenplay, on the commercial and the art cinema, and on film semiotics make the collection of special interest to American film scholars and students. This volume is further enriched by an excellent introduction, carefully edited notes, a useful biographical glossary, and a thorough index. Given the contemporary interest in studying film, together with other cultural forms, within a broad social and historical context, Pasolini's ""extravagantly interdisciplinary"" writings beckon as a promising source of insight. A potentially seminal text that could contribute to the further evolution of interdisciplinary humanistic studies, Heretical Empiricism is highly recommended for university and college libraries."" -- J. Welle, University of Notre Dame, CHOICE (1989)",http://books.google.com/books/content?id=v0-pPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Pier Paolo Pasolini']
1417,A Desperate Vitality,,Small PressDistribution,1996,20.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=aAkcAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Pier Paolo Pasolini']
1418,In Danger,,City Lights Publishers,2010-08-01,250.0,,,,,NOT_MATURE,en,In Danger reveals the literary life of internationally renowned filmmaker Pier Paolo Pasolini,http://books.google.com/books/content?id=HDWPQQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Pier Paolo Pasolini']
1419,The Street Kids,['Fiction'],Europa Editions,2016-08-30,240.0,https://play.google.com/store/books/details?id=-MS2DwAAQBAJ&rdid=book--MS2DwAAQBAJ&rdot=1&source=gbs_api,2.99,,,NOT_MATURE,en,"The “provocative” novel about hard-living teenagers in poverty-stricken postwar Rome, by the renowned Italian filmmaker (The New York Times). Set during the post–World War II years in the Rome of the borgate—outlying neighborhoods beset by poverty and deprivation—The Street Kids tells the story of a group of adolescents belonging to the urban underclass. Living hand-to-mouth, Riccetto and his friends eke out an existence doing odd jobs, committing petty crimes, and prostituting themselves. Rooted in the neorealist movement of the 1950s, The Street Kids is a tender, heart-rending tribute to an entire social class in danger of being forgotten. Heavily censored and criticized, lambasted by much of the general public upon its publication, The Street Kids nevertheless had a force and vitality that eventually led to its being considered a masterpiece. This new translation comes from Ann Goldstein, the acclaimed translator of Elena Ferrante’s Neapolitan novels.",http://books.google.com/books/content?id=-MS2DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Pier Paolo Pasolini']
1420,My Cinema,['Art'],Fondazione Cineteca Di Bologna,2013-08-31,245.0,,,,,NOT_MATURE,en,"This fantastic Pasolini compendium examines the great Italian director and author's life through a detailed survey of his films. Opening with ""Accattone ""(1961) and closing with ""Salo ""(1975), followed by a section on unrealized works, ""Pier Paolo Pasolini: My Cinema"" devotes a chapter to each of Pasolini's movies, supplementing stills and a wealth of documentary material with extended commentary by Pasolini on each film, in the form of interviews, journal notes, stories and essays, as well as screenplay excerpts. The four unrealized films discussed in the book's final chapter are ""The Savage Father"" (1963), ""Notes for a Poem on the Third World"" (1968), ""Saint Paul"" (1968) and ""Porno-Teo-Kolossal ""(1973). Also included are photos by some of the great Italian set photographers: Angelo Pennoni, Angelo Novi, Mario Tursi, Mario Dondero, Mimmo Cattarinich, Deborah Beer, Bruno Brunia and Roberto Villa. The book closes with an album of photographs from the archive of Laura Betti, the actress and singer who was Pasolini's close friend and confidante, which include photos of Pasolini with his mother, and in the company of writers such as Alberto Moravia, Carlo Emilio Gadda and Ezra Pound. Set designer Dante Ferretti, who began his career with Pasolini, contributes a foreword. ""My Cinema ""offers the most succinct statement of the director's vision in print.",http://books.google.com/books/content?id=cs3mnAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Pier Paolo Pasolini']
1421,The Savage Father,['Fiction'],Guernica Editions,1999,64.0,,,,,NOT_MATURE,en,"This is one of Pasolini's least known books, it is one of his most important challenges to himself and to the world. The book pits assumed Western cultural supremacy against the battle for Africa's freedom and self-assertion. The Savage Father offers a deep analysis of the internal struggles between the coloniser and the colonised, as well as showing us the externalised conditioning to which both are prey.",http://books.google.com/books/content?id=1Z_DPncvHkEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Pier Paolo Pasolini']
1422,Pier Paolo Pasolini,['Motion picture producers and directors'],,1989,335.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=_vqSAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Pier Paolo Pasolini']
1423,Pasolini in New York,,,2019-05-09,76.0,,,,,NOT_MATURE,en,"From The Film Desk, an in-depth interview with film director, poet, critic, and political activist Pier Paolo Pasolini, conducted in New York in 1969. In that year, Pasolini visited the city for the second time (his previous visit had been in 1966 for the New York Film Festival) and was interviewed by Guiseppe Cardillo, the longtime director of Instituto Italiano di Cultura of New York, for a wide ranging conversation in which he discusses his childhood, his move to Rome, religion, Jean-Luc Godard, Marxism and the sequence shot. The recording of this interview was completely unavailable to the public until it was recently discovered and rescued by Luigi Fontanella, a poet, novelist, Pasolini scholar and professor at SUNY Stony Brook.This book presents this historic interview in full, in a new translation from the Italian by Michael Palma, and with an extensive introduction by Luigi Fontanella. Perfect bound softcover. 76 pages. Edition of 500 copies.",http://books.google.com/books/content?id=wnmTxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Pier Paolo Pasolini']
1424,The Letters of Pier Paolo Pasolini: 1940-1954,"['Authors, Italian']",,1992,526.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=sVZdAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Pier Paolo Pasolini']
1425,Poems,"[""Gay men's writings, Italian""]",New York : Random House,1982,231.0,,,5.0,1.0,NOT_MATURE,en,,http://books.google.com/books/content?id=k2RdAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"['Pier Paolo Pasolini', 'Norman MacAfee']"
1426,The Straight Mind and Other Essays,['Literary Collections'],Beacon Press,1992,110.0,,,,,NOT_MATURE,en,Presents a collection of nine political and philosophical essays by the controversial feminist theorist and founder of the modern French women's movement,http://books.google.com/books/content?id=TYfUqBeX9ZUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Monique Wittig']
1427,Les Guerilleres,['Fiction'],University of Illinois Press,2007-08-27,144.0,https://play.google.com/store/books/details?id=7FexGyhMSZIC&rdid=book-7FexGyhMSZIC&rdot=1&source=gbs_api,19.95,3.5,4.0,NOT_MATURE,en,"One of the most widely read feminist texts of the twentieth century, and Monique Wittig’s most popular novel, Les Guérillères imagines the attack on the language and bodies of men by a tribe of warrior women. Among the women’s most powerful weapons in their assault is laughter, but they also threaten literary and linguistic customs of the patriarchal order with bullets. In this breathtakingly rapid novel first published in 1969, Wittig animates a lesbian society that invites all women to join their fight, their circle, and their community. A path-breaking novel about creating and sustaining freedom, the book derives much of its energy from its vaunting of the female body as a resource for literary invention.",http://books.google.com/books/content?id=7FexGyhMSZIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Monique Wittig']
1428,The Lesbian Body,['Lesbianism'],Avon Books,1976,159.0,,,4.0,1.0,NOT_MATURE,en,"Back in print, this daring novel constitutes a rhapsodic hymn to women's bodies and women's relationships. ""That rare work in fiction . . . the art and the courage are of the highest level."" --The Boston Globe",http://books.google.com/books/content?id=uSWSAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Monique Wittig']
1429,Across the Acheron,['Fiction'],Peter Owen Limited,1987,119.0,,,,,NOT_MATURE,en,"Wittig describes an extraordinary journey through the infernal regions towards a paradisaical land. Angels ride motorcycles, and cruelty and suffering are unknown on the other side of the Acheron, the legendary river of sorrows. Wittig reveals her poetic, sometimes humorous story in a vivid and highly individual style, creating a kaleidoscopic mixture of the mythological and the modern. Across The Acheron confirmed Wittig’s position as one of France’s most original and gifted writers of the 20th century.",http://books.google.com/books/content?id=l94dAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Monique Wittig']
1430,Lesbian Peoples,['Lesbianism'],Avon Books,1979,170.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=0DiGAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"['Monique Wittig', 'Sande Zeig']"
1431,The Straight Mind and Other Essays,['Literary Collections'],Beacon Press,1992,110.0,,,,,NOT_MATURE,en,Presents a collection of nine political and philosophical essays by the controversial feminist theorist and founder of the modern French women's movement,http://books.google.com/books/content?id=4oBXDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Monique Wittig']
1432,Extra Innings,['Biography & Autobiography'],Open Road Media,2014-12-02,294.0,https://play.google.com/store/books/details?id=no7CBAAAQBAJ&rdid=book-no7CBAAAQBAJ&rdot=1&source=gbs_api,10.99,,,NOT_MATURE,en,"A New York Times Notable Book: A moving glimpse of a life shrewdly examined Extra Innings follows a year in the life of Doris Grumbach, beginning with the release of her previous memoir and journal, Coming into the End Zone, and revealing that the devoted essayist, novelist, and critic possesses as keen an eye in her seventies as she did when she wrote The Spoil of Flowers thirty years earlier. Grumbach details each passing month and the trials and tribulations therein. Age and experience have tempered her anger, allowing her to view the world in a rosier light than she has before. In this eventful period that concludes with her move from Washington, DC, to Maine, Grumbach travels between signings and speeches, describes her home life in a new state, and deals not only with her own mortality, but with that of her daughter. Grumbach’s wisdom and wit endure as she looks back on her own memories, seeing the world as only Doris Grumbach can.",http://books.google.com/books/content?id=no7CBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Doris Grumbach']
1433,Fifty Days of Solitude,['Biography & Autobiography'],Open Road Media,2014-12-02,105.0,https://play.google.com/store/books/details?id=DY_CBAAAQBAJ&rdid=book-DY_CBAAAQBAJ&rdot=1&source=gbs_api,17.99,3.0,3.0,NOT_MATURE,en,"A New York Times Notable Book: To truly understand herself, Doris Grumbach embraces solitude With a busy career as a novelist, essayist, reviewer, and bookstore owner, Doris Grumbach has little opportunity to be alone. However, after seventy-five years on the planet, she finally has her chance: Her partner has departed for an extended book-buying trip, and Grumbach has been given fifty days to relax, think, and write about her experience. In this graceful memoir, Grumbach delicately balances the beauty of turning one’s back on everything with the hardship of complete aloneness. Even as she attends church and collects her mail, she moves like a shadow, speaking to no one. Left only to her books and music in the midst of a Maine winter, she must look within herself for solace. The result of this reflection is a powerful meditation on the meaning of aging, writing, and one’s own company—and reaffirmation of the power of friends and companionship.",http://books.google.com/books/content?id=DY_CBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Doris Grumbach']
1434,Chamber Music,['Fiction'],Open Road Media,2014-11-11,216.0,https://play.google.com/store/books/details?id=iXmMBAAAQBAJ&rdid=book-iXmMBAAAQBAJ&rdot=1&source=gbs_api,10.99,,,MATURE,en,"In her later years, a woman reflects on her marriage, her stifled passions, and her life At age ninety, Caroline Maclaren, widow of the prominent composer Robert Maclaren, finally decides to tell her own story. “Perhaps the time was not right to do it before,” she remarks. But now she takes pen to paper, reliving her sheltered girlhood, her chilly marriage to a brilliant man, and—perhaps above all—the melancholy solitude in which she has lived nearly all her life. It was only when her husband fell ill that Caroline found fulfilling companionship with Anna, Robert’s caretaker. This masterful tale of loneliness and of passion late in life is widely considered to be Grumbach’s finest work. Bittersweet, touching, and profoundly resonant, Chamber Music is captivating.",http://books.google.com/books/content?id=iXmMBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Doris Grumbach']
1435,The Magician's Girl,['Fiction'],Open Road Media,2014-11-11,201.0,https://play.google.com/store/books/details?id=03mMBAAAQBAJ&rdid=book-03mMBAAAQBAJ&rdot=1&source=gbs_api,10.99,,,MATURE,en,"United by chance during their formative years at Barnard College, three women come of age in New York Minna Grant, Maud Noon, and Liz Becker are assigned as roommates during their freshman year at Barnard. The daughter of Communist parents, Liz makes a name for herself as a photographer. Minna, bright and pretty, is an avid swimmer with a promising academic future. And Maud, an unprepossessing scholarship student, catches the eye of the handsomest boy at Columbia and rises to fame as a poet. As the decades pass, each woman lives out her own individual passions, tragedies, and destiny. Grumbach’s courageous and nuanced tale of female friendship, coming of age, and New York across the decades is a must-read.",http://books.google.com/books/content?id=03mMBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Doris Grumbach']
1436,Coming into the End Zone,['Biography & Autobiography'],Open Road Media,2014-12-02,250.0,https://play.google.com/store/books/details?id=6I7CBAAAQBAJ&rdid=book-6I7CBAAAQBAJ&rdot=1&source=gbs_api,10.99,3.0,1.0,NOT_MATURE,en,"A New York Times Notable Book: One woman’s search for the value of a long life With the advent of her seventieth birthday, many changes have beset Doris Grumbach: the rapidly accelerating speed of the world around her, the premature deaths of her younger friends, her own increasing infirmities, and her move from cosmopolitan Washington, DC, to the calm of the Maine coast. Coming into the End Zone is an account of everything Grumbach observes over the course of a year. Astute observations and vivid memories of quotidian events pepper her story, which surprises even her with its fullness and vigor. Coming into the End Zone captures the days of a woman entering a new stage of life with humanity and abiding hope.",http://books.google.com/books/content?id=6I7CBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Doris Grumbach']
1437,The Presence of Absence,['Biography & Autobiography'],Open Road Media,2014-12-02,133.0,https://play.google.com/store/books/details?id=fI_CBAAAQBAJ&rdid=book-fI_CBAAAQBAJ&rdot=1&source=gbs_api,10.99,,,NOT_MATURE,en,"The story of an ecstatic spiritual moment—and the search to experience it again When she was twenty-seven years old, writer Doris Grumbach had an epiphany. It was as if God were right there beside her, and she had a “feeling of peace so intense that it seemed to expand into ineffable joy.” After this fleeting moment, Grumbach became determined to recapture what she had felt. The Presence of Absence is the story of her fifty-year search. Grumbach is an open-minded and skilled seeker, and she writes candidly of the people she has met along the way. She details how she lost her path after decades of going to her Protestant church and writes of her turn to personal spirituality. In her quest to find God, she encounters a multitude of philosophies and gives all of them their due. She reads the works of Thomas Merton and Simone Weil, seeks the advice of her seminary-attending daughter, and studies the Psalms. Despite the setbacks of disease, injury, and ego, Grumbach perseveres in her pursuit of beauty and proof in the absence.",http://books.google.com/books/content?id=fI_CBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Doris Grumbach']
1438,The Pleasure of Their Company,['Biography & Autobiography'],Open Road Media,2014-12-02,122.0,https://play.google.com/store/books/details?id=eY7CBAAAQBAJ&rdid=book-eY7CBAAAQBAJ&rdot=1&source=gbs_api,10.99,,,NOT_MATURE,en,"A literary master looks ahead to her eighties As her eightieth birthday approaches, Doris Grumbach does not feel melancholy or saddened by the upcoming event, despite the loss of friends such as Kay Boyle and Dorothy Day—instead she takes it as an opportunity both to look backward and to grow. In this, her summer of unexpected content, Grumbach weaves the elegiac and the practical into a delightful tapestry of experience. She looks deep into her own history, telling stories of her life in the hardscrabble New York of the 1940s, working as a copyeditor. She details her near encounter with a seventy-two-year-old Bertrand Russell, calling it the closest she has ever come to sleeping with a Nobel Laureate. Grumbach lets us into her life and introduces us to the characters that have peopled her nearly eight decades on Earth. As the fateful day of her celebration draws near, the main topic on Doris Grumbach’s mind is not herself; it’s her guests. The Pleasure of Their Company is a meticulously planned party that any reader would be honored to attend.",http://books.google.com/books/content?id=eY7CBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Doris Grumbach']
1439,The Missing Person,['Fiction'],Open Road Media,2014-11-11,248.0,https://play.google.com/store/books/details?id=-HmMBAAAQBAJ&rdid=book--HmMBAAAQBAJ&rdot=1&source=gbs_api,17.99,,,NOT_MATURE,en,"The moving portrait of a woman stranded in her lonely fame Franny Fuller, blond, buxom, and beguiling, is the sort of woman who harnesses a power that can enthrall a nation. The legendary movie star has captured the imaginations of audiences, men, and columnist Mary Maguire, who is writing her biography. But just who is the human within the celebrity? This is the story of how Fanny Marker from Utica, New York, was transformed into Franny Fuller—a famous actress with a life of private misery. Doris Grumbach takes readers beyond the glamour of the silver screen with this poignant novel of one woman’s sad reality.",http://books.google.com/books/content?id=-HmMBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Doris Grumbach']
1440,The Book of Knowledge,['Fiction'],Open Road Media,2014-11-11,239.0,https://play.google.com/store/books/details?id=_nuMBAAAQBAJ&rdid=book-_nuMBAAAQBAJ&rdot=1&source=gbs_api,17.99,,,MATURE,en,"Doris Grumbach’s chilling look at the ways childhood experiences create transformative echoes that last throughout adulthood “I want to lead you all into the ocean to see if you will drown.” During the summer of 1929 four children come together and change the course of their lives forever. Caleb and Kate Flowers live an isolated existence with their mother until Lionel Schwartz and Roslyn Hellman come to Far Rockaway for the summer. Roslyn, quickly stepping in as ringleader, dominates the summer’s activities, and what appear to be innocent childhood games are actually very real confrontations with the group’s most closely held secrets. As the summer progresses, Caleb and Kate’s relationship grows from the affectionate love of siblings to something less innocent. The ensuing years will bring profound realizations and undeniable passions for all four as they move through adolescence and grow up. Doris Grumbach’s acutely intimate, deeply truthful, and often tragic tale of self-discovery never wavers.",http://books.google.com/books/content?id=_nuMBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Doris Grumbach']
