,id,name,genres,publisher,year,page_count,purchase_link,price,avg_rating,num_ratings,maturity_rating,language,description,image,authors,AuthorConnections,PublisherConnections
323,323,The Satyricon: the Apocolocyntosis,['Literary Collections'],ePenguin,2005-01-27,256.0,,,,,NOT_MATURE,en,"Perhaps the strangest - and most strikingly modern - work to survive from the ancient world, The Satyricon relates the hilarious mock epic adventures of the impotent Encolpius, and his struggle to regain virility. Here Petronius brilliantly brings to life the courtesans, legacy-hunters, pompous professors and dissolute priestesses of the age - and, above all, Trimalchio, the archetypal self-made millionaire whose pretentious vulgarity on an insanely grand scale makes him one of the great comic characters in literature. Seneca's The Apocolocyntosis, a malicious skit on 'the deification of Claudius the Clod', was designed by the author to ingratiate himself with Nero, who was Claudius' successor. Together, the two provide a powerful insight into a darkly fascinating period of Roman history.",http://books.google.com/books/content?id=ZSXmzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"['Petronius', 'Seneca']",[90],[]
324,324,The Crimes of Love,['Fiction'],OUP Oxford,2005-03-10,400.0,https://play.google.com/store/books/details?id=5HN3Ela9cBsC&rdid=book-5HN3Ela9cBsC&rdot=1&source=gbs_api,10.99,,,NOT_MATURE,en,"'Senneval, you see in me your sister, the girl you seduced at Nancy, the woman who murdered your son, the wife of your own father and the ignoble creature who sent your mother to the gallows...' Who but the Marquis de Sade would write, not of the pain, tragedy, and joy of love but of its crimes? Murder, seduction, and incest are among the cruel rewards for selfless love in his stories; tragedy, despair, and death the inevitable outcome. Sade's villains will stop at nothing to satisfy their depraved passions, and they in turn suffer under the thrall of love. Psychologically astute, and defiantly unconventional, these stories show Sade at his best. A skilled and artful storyteller, he is also an intellectual who asks questions about society, about ourselves, and about life, for which we have yet to find the answers. This new selection includes 'An Essay on Novels', Sade's penetrating survey of the novelist's art. ABOUT THE SERIES: For over 100 years Oxford World's Classics has made available the widest range of literature from around the globe. Each affordable volume reflects Oxford's commitment to scholarship, providing the most accurate text plus a wealth of other valuable features, including expert introductions by leading authorities, helpful notes to clarify the text, up-to-date bibliographies for further study, and much more.",http://books.google.com/books/content?id=5HN3Ela9cBsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Marquis de Sade'],[98],[]
325,325,Juliette,,Arrow,2007-06-07,1216.0,,,3.5,5.0,NOT_MATURE,en,,http://books.google.com/books/content?id=bSZVPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Marquis de Sade'],[98],[]
326,326,The Bedroom Philosophers,['Fiction'],Disruptive Publishing,2013-01-18,,,,,,MATURE,en,"The Marquis de Sade's first book is an account of Eugenie's education by two libertines. The girl is finally so well-trained, she quite happily watches the rape of her own mother. Actually, the title is a comedy, and is generally considered de Sade's funniest work.",http://books.google.com/books/content?id=nuYKCwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Marquis de Sade'],[98],[]
327,327,Aristotle and Dante Discover the Secrets of the Universe,['Juvenile Fiction'],Simon and Schuster,2012-02-21,359.0,,,4.5,2440.0,NOT_MATURE,en,"Fifteen-year-old Ari Mendoza is an angry loner with a brother in prison, but when he meets Dante and they become friends, Ari starts to ask questions about himself, his parents and his family that he has never asked before.",http://books.google.com/books/content?id=OVAViCqeKFYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Benjamin Alire Sáenz'],[99],[]
328,328,He Forgot to Say Goodbye,['Young Adult Fiction'],Simon and Schuster,2008-06-17,336.0,https://play.google.com/store/books/details?id=ytimBwCHZQcC&rdid=book-ytimBwCHZQcC&rdot=1&source=gbs_api,10.99,4.0,1.0,NOT_MATURE,en,"""I mean, it's not as if I want a father. I have a father. It's just that I don't know who he is or where he is. But I have one."" Ramiro Lopez and Jake Upthegrove don't appear to have much in common. Ram lives in the Mexican-American working-class barrio of El Paso called ""Dizzy Land."" His brother is sinking into a world of drugs, wreaking havoc in their household. Jake is a rich West Side white boy who has developed a problem managing his anger. An only child, he is a misfit in his mother's shallow and materialistic world. But Ram and Jake do have one thing in common: They are lost boys who have never met their fathers. This sad fact has left both of them undeniably scarred and obsessed with the men who abandoned them. As Jake and Ram overcome their suspicions of each other, they begin to move away from their loner existences and realize that they are capable of reaching out beyond their wounds and the neighborhoods that they grew up in. Their friendship becomes a healing in a world of hurt. San Antonio Express-News wrote, ""Benjamin Alire Sáenz exquisitely captures the mood and voice of a community, a culture, and a generation""; that is proven again in this beautifully crafted novel.",http://books.google.com/books/content?id=ytimBwCHZQcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Benjamin Alire Sáenz'],[99],[]
329,329,Aristotle and Dante Dive into the Waters of the World,['Young Adult Fiction'],Simon and Schuster,2021-10-12,528.0,https://play.google.com/store/books/details?id=CL0bEAAAQBAJ&rdid=book-CL0bEAAAQBAJ&rdot=1&source=gbs_api,10.99,4.0,1.0,NOT_MATURE,en,"The highly anticipated sequel to the critically acclaimed, multiple award-winning novel Aristotle and Dante Discover the Secrets of the Universe is an achingly romantic, tender tale sure to captivate fans of Adam Silvera and Mary H.K. Choi. In Aristotle and Dante Discover the Secrets of the Universe, two boys in a border town fell in love. Now, they must discover what it means to stay in love and build a relationship in a world that seems to challenge their very existence. Ari has spent all of high school burying who he really is, staying silent and invisible. He expected his senior year to be the same. But something in him cracked open when he fell in love with Dante, and he can’t go back. Suddenly he finds himself reaching out to new friends, standing up to bullies of all kinds, and making his voice heard. And, always, there is Dante, dreamy, witty Dante, who can get on Ari’s nerves and fill him with desire all at once. The boys are determined to forge a path for themselves in a world that doesn’t understand them. But when Ari is faced with a shocking loss, he’ll have to fight like never before to create a life that is truthfully, joyfully his own.",http://books.google.com/books/content?id=CL0bEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Benjamin Alire Sáenz'],[99],[]
330,330,Everything Begins & Ends at the Kentucky Club,['Fiction'],Cinco Puntos Press,2012,222.0,,,4.0,3.0,NOT_MATURE,en,Presents a collection of short stories about contradiction and conflict in the lives of those who reside on the border lands around the Rio Grande.,http://books.google.com/books/content?id=VKknvCeccgEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Benjamin Alire Sáenz'],[99],[]
331,331,Perrita Que Le Encantaban Las Tortillas,['Juvenile Fiction'],Little Diego Book,2012-05,40.0,,,,,NOT_MATURE,en,"When Gabriela and her brother Little Diego get a puppy named Sofie, they fight over who she belongs to, but when Sofie gets very sick they find the answer.",http://books.google.com/books/content?id=0sK_wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Benjamin Alire Sáenz'],[99],[]
332,332,Calendar of Dust,['Poetry'],,1991,80.0,,,,,NOT_MATURE,en,"The author of ""Carry Me Like Water"" and ""The House of Forgetting"" presents a collection of his poetry",http://books.google.com/books/content?id=xbByAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Benjamin Alire Sáenz'],[99],[]
333,333,The Last Cigarette on Earth,['Poetry'],,2017-06-13,144.0,,,,,NOT_MATURE,en,"A gay Latino's intimate journey through addiction, human desire and broken love.",http://books.google.com/books/content?id=CT4ovgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Benjamin Alire Sáenz'],[99],[]
334,334,Aristotle and Dante Dive Into the Waters of the World,['Young Adult Fiction'],Simon and Schuster,2021-10-12,528.0,,,4.0,1.0,NOT_MATURE,en,"High school seniors Aristotle and Dante find ways to spend time together despite being at different schools, having to keep their love secret, and nightly news of gay men dying from AIDS.",http://books.google.com/books/content?id=A99CEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Benjamin Alire Sáenz'],[99],[]
335,335,Aristotle and Dante Discover the Secrets of the Universe,['Juvenile Nonfiction'],Simon and Schuster,2012,359.0,,,4.5,2438.0,NOT_MATURE,en,"Fifteen-year-old Ari Mendoza is an angry loner with a brother in prison, but when he meets Dante and they become friends, Ari starts to ask questions about himself, his parents, and his family that he has never asked before.",http://books.google.com/books/content?id=2p8qAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Benjamin Alire Sáenz'],[99],[]
336,336,Elegies in Blue,['Literary Criticism'],,2002,120.0,,,5.0,1.0,NOT_MATURE,en,"Themes of childhood, family, restlessness, and alienation are addressed in twenty-four prose poems set in the Mexican-American Border Region.",http://books.google.com/books/content?id=YktyAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Benjamin Alire Sáenz'],[99],[]
337,337,A Gift from Papá Diego,['Juvenile Fiction'],Turtleback,1998,39.0,,,3.5,2.0,NOT_MATURE,en,"When Little Diego gets a Superman outfit for his birthday, he hopes to fly across the border to Mexico to be with his grandfather whom he loves.",http://books.google.com/books/content?id=WKU7PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Benjamin Alire Sáenz'],[99],[]
338,338,Aristotle and Dante Dive Into the Waters of the World,['Juvenile Fiction'],Simon and Schuster,2021-10-12,528.0,,,4.0,1.0,NOT_MATURE,en,"The highly anticipated sequel to the beloved cult classic about family, friendship and first love, from award-winning author Benjamin Alire Sáenz. This lyrical novel will enrapture readers of John Green, Love, Simon and Call me by your Name. A love story like no other. In Aristotle and Dante Discover the Secrets of the Universe, two boys fell in love. Now they must discover what it means to stay in love and build a relationship in a world that seems to challenge their very existence. Ari has spent all of high school hiding who he really is, staying silent and invisible. He expected his senior year to be the same. But something in him cracked open when he fell in love with Dante, and he can’t go back. Suddenly he finds himself reaching out to new friends, standing up to bullies and making his voice heard. And, always, there is Dante – dreamy, witty Dante – who can get on Ari’s nerves and fill him with desire all at once. The boys are determined to forge a path for themselves in a world that doesn’t understand them. But when Ari is faced with a shocking loss, he’ll have to fight like never before to create a life that is truthfully, joyfully his own.",http://books.google.com/books/content?id=ShQVEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Benjamin Alire Sáenz'],[99],[]
339,339,Persons and Places the Background of My Life,['Biography & Autobiography'],Franklin Classics Trade Press,2018-11-11,276.0,,,,,NOT_MATURE,en,"This work has been selected by scholars as being culturally important and is part of the knowledge base of civilization as we know it. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. To ensure a quality reading experience, this work has been proofread and republished using a format that seamlessly blends the original graphical elements with text in an easy-to-read typeface. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",http://books.google.com/books/content?id=tPACwwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['George Santayana'],[100],[]
340,340,The Last Puritan,['Fiction'],Macmillan Reference USA,1981-02,602.0,,,,,NOT_MATURE,en,"Published in 1935, George Santayana's The Last Puritan was the American philosopher's only novel and it became an instant best- seller, immediately linked in its painful voyage of self-discovery to The Education of Henry Adams. It is essentially a novel of ideas expressed in the birth, life, and early death of Oliver Alden. In Oliver's case the puritanical self-destruction that prevented him from realizing his own spirituality is transcended by his attainment of the type of self-knowledge that Santayana recommends throughout his moral philosophy. The Last Puritan is volume four in a new critical edition of George Santayana's wroks that restores Santayana's original text and provides important new scholarly information. Books in this series - the first complete publication of Santayana's works - include an editorial apparatus with notes to the text (identifying persons, places, and ideas), textual commentary (including a description of the composition and publication history, along with a discussion of editorial methods and decisions), lists of variants and emendations, and line-end hyphenations.",http://books.google.com/books/content?id=Tb9CwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['George Santayana'],[100],[]
341,341,The Best of Me,['Humor'],"Little, Brown",2020-11-03,464.0,https://play.google.com/store/books/details?id=THHqDwAAQBAJ&rdid=book-THHqDwAAQBAJ&rdot=1&source=gbs_api,12.99,4.0,3.0,NOT_MATURE,en,"“Genius… It is miraculous to read these pieces… You must read The Best of Me.” —Andrew Sean Greer, New York Times Book Review A New York Times Book Review Editors’ Choice A CNN and Christian Science Monitor Best Book of the Month For more than twenty-five years, David Sedaris has been carving out a unique literary space, virtually creating his own genre. A Sedaris story may seem confessional, but is also highly attuned to the world outside. It opens our eyes to what is at absurd and moving about our daily existence. And it is almost impossible to read without laughing. Now, for the first time collected in one volume, the author brings us his funniest and most memorable work. In these stories, Sedaris shops for rare taxidermy, hitchhikes with a lady quadriplegic, and spits a lozenge into a fellow traveler’s lap. He drowns a mouse in a bucket, struggles to say “give it to me” in five languages, and hand-feeds a carnivorous bird. But if all you expect to find in Sedaris’s work is the deft and sharply observed comedy for which he became renowned, you may be surprised to discover that his words bring more warmth than mockery, more fellow-feeling than derision. Nowhere is this clearer than in his writing about his loved ones. In these pages, Sedaris explores falling in love and staying together, recognizing his own aging not in the mirror but in the faces of his siblings, losing one parent and coming to terms—at long last—with the other. Taken together, the stories in TheBest of Me reveal the wonder and delight Sedaris takes in the surprises life brings him. No experience, he sees, is quite as he expected—it’s often harder, more fraught, and certainly weirder—but sometimes it is also much richer and more wonderful. Full of joy, generosity, and the incisive humor that has led David Sedaris to be called “the funniest man alive” (Time Out New York), The Best of Me spans a career spent watching and learning and laughing—quite often at himself—and invites readers deep into the world of one of the most brilliant and original writers of our time.",http://books.google.com/books/content?id=THHqDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['David Sedaris'],[104],[52]
342,342,Let's Explore Diabetes with Owls,['Humor'],"Little, Brown",2013-04-23,288.0,https://play.google.com/store/books/details?id=zmE7FMYJg8IC&rdid=book-zmE7FMYJg8IC&rdot=1&source=gbs_api,12.99,3.5,89.0,NOT_MATURE,en,"A guy walks into a bar car and... From here the story could take many turns. When this guy is David Sedaris, the possibilities are endless, but the result is always the same: he will both delight you with twists of humor and intelligence and leave you deeply moved. Sedaris remembers his father's dinnertime attire (shirtsleeves and underpants), his first colonoscopy (remarkably pleasant), and the time he considered buying the skeleton of a murdered Pygmy. With Let's Explore Diabetes with Owls, David Sedaris shows once again why his work has been called ""hilarious, elegant, and surprisingly moving"" (Washington Post).",http://books.google.com/books/content?id=zmE7FMYJg8IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['David Sedaris'],[104],[52]
343,343,Calypso,['Biography & Autobiography'],Abacus,2019-05-28,260.0,,,4.0,39.0,NOT_MATURE,en,"'Sedaris is the premier observer of our world and its weirdnesses' Adam Kay, author of This is Going to Hurt 'He's like an American Alan Bennett' Guardian A New York Times Notable Book of 2018 'Entrancing . . . This book allows us to observed not just the nimble-mouthed elf of his previous work, but a man in his seventh decade expunging his darker secrets and contemplating mortality . . . The brilliance of David Sedaris's writing is that his very essence, his aura, seeps through the pages of his books like an intoxicating cloud, mesmerising us so that his logic becomes ours' Alan Cumming, Scotsman If you've ever laughed your way through David Sedaris's cheerfully misanthropic stories, you might think you know what you're getting with Calypso. You'd be wrong. When he buys a beach house on the Carolina coast, Sedaris envisions long, relaxing vacations spent playing board games and lounging in the sun with those he loves most. And life at the Sea Section, as he names the vacation home, is exactly as idyllic as he imagined, except for one tiny, vexing realization: it's impossible to take a vacation from yourself. With Calypso, Sedaris sets his formidable powers of observation toward middle age and mortality. Make no mistake: these stories are very, very funny - it's a book that can make you laugh 'til you snort, the way only family can. Sedaris's writing has never been sharper, and his ability to shock readers into laughter unparalleled. But much of the comedy here is born out of that vertiginous moment when your own body betrays you and you realize that the story of your life is made up of more past than future. This is beach reading for people who detest beaches, required reading for those who loathe small talk and love a good tumour joke. Calypso is simultaneously Sedaris's darkest and warmest book yet - and it just might be his very best.",http://books.google.com/books/content?id=xE2TswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['David Sedaris'],[104],[]
344,344,Dress Your Family in Corduroy and Denim,['Humor'],"Little, Brown",2004-06-01,272.0,https://play.google.com/store/books/details?id=PoYKChoswe8C&rdid=book-PoYKChoswe8C&rdot=1&source=gbs_api,10.99,3.5,118.0,NOT_MATURE,en,"David Sedaris plays in the snow with his sisters. He goes on vacation with his family. He gets a job selling drinks. He attends his brother's wedding. He mops his sister's floor. He gives directions to a lost traveler. He eats a hamburger. He has his blood sugar tested. It all sounds so normal, doesn't it? In his newest collection of essays, David Sedaris lifts the corner of ordinary life, revealing the absurdity teeming below its surface. His world is alive with obscure desires and hidden motives -- a world where forgiveness is automatic and an argument can be the highest form of love. Dress Your Family in Corduroy and Denim is another unforgettable collection from one of the wittiest and most original writers at work today.",http://books.google.com/books/content?id=PoYKChoswe8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['David Sedaris'],[104],[52]
345,345,Live at Carnegie Hall,['Wit and humor'],"Little, Brown Young Readers",2003,72.0,,,,,NOT_MATURE,en,"No one renders the pathos, chaos and impossible variety of daily encounters like David Sedaris. On every subject, he is bruisingly painful and tenderly affectionate. Recorded live on October 22, 2002, LIVE AT CARNEGIE HALL features excerpts from his forthcoming collection of essays, DRESS YOUR FAMILY IN CORDUROY AND DENIM. Includes: Thanks Repeat After Me Why Them? Who's the Chef? Buddy Can You Spare a Tie? LessonThree: The Feminine Mistake Lesson Four: With a Pal Like This, You Don't Need An Enemy Six to Eight Black Men",http://books.google.com/books/content?id=CKfnoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['David Sedaris'],[104],[52]
346,346,Barrel Fever,['Humor'],"Little, Brown",2009-05-04,208.0,https://play.google.com/store/books/details?id=3FNOKVQvnNIC&rdid=book-3FNOKVQvnNIC&rdot=1&source=gbs_api,9.99,3.5,37.0,NOT_MATURE,en,"In David Sedaris' world, no one is safe and no cow is sacred. A manic cross between Mark Leyner, Fran Lebowitz, and the National Enquirer, Sedaris' collection of essays is a rollicking tour through the national Zeitgeist: a do-it-yourself suburban dad saves money by performing home surgery; a man who is loved too much flees the heavyweight champion of the world; a teenage suicide tries to incite a lynch mob at her funeral; a bitter Santa abuses the elves. David Sedaris made his debut on NPR's Morning Edition with ""SantaLand Diaries"", recounting his strange-but-true experiences as an elf at Macy's, and soon became one of the show's most popular commentators. With a perfect eye and a voice infused with as much empathy as wit, Sedaris writes stories and essays that target the soulful ridiculousness of our behavior. Barrel Fever is like a blind date with modern life, and anything can happen.",http://books.google.com/books/content?id=3FNOKVQvnNIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['David Sedaris'],[104],[52]
347,347,When You Are Engulfed in Flames,['Humor'],"Little, Brown",2008-06-03,336.0,https://play.google.com/store/books/details?id=1cuf2UOiRT4C&rdid=book-1cuf2UOiRT4C&rdot=1&source=gbs_api,9.99,3.5,3940.0,NOT_MATURE,en,"""David Sedaris's ability to transform the mortification of everyday life into wildly entertaining art,"" (The Christian Science Monitor) is elevated to wilder and more entertaining heights than ever in this remarkable new book. Trying to make coffee when the water is shut off, David considers using the water in a vase of flowers and his chain of associations takes him from the French countryside to a hilariously uncomfortable memory of buying drugs in a mobile home in rural North Carolina. In essay after essay, Sedaris proceeds from bizarre conundrums of daily life-having a lozenge fall from your mouth into the lap of a fellow passenger on a plane or armoring the windows with LP covers to protect the house from neurotic songbirds-to the most deeply resonant human truths. Culminating in a brilliant account of his venture to Tokyo in order to quit smoking, David Sedaris's sixth essay collection is a new masterpiece of comic writing from ""a writer worth treasuring"" (Seattle Times). Praise for When You Are Engulfed in Flames: ""Older, wiser, smarter and meaner, Sedaris...defies the odds once again by delivering an intelligent take on the banalities of an absurd life."" --Kirkus Reviews This latest collection proves that not only does Sedaris still have it, but he's also getting better....Sedaris's best stuff will still--after all this time--move, surprise, and entertain."" --Booklist Table of Contents: It's Catching Keeping Up The Understudy This Old House Buddy, Can You Spare a Tie? Road Trips What I Learned That's Amore The Monster Mash In the Waiting Room Solutions to Saturday's Puzzle Adult Figures Charging Toward a Concrete Toadstool Memento Mori All the Beauty You Will Ever Need Town and Country Aerial The Man in the Hut Of Mice and Men April in Paris Crybaby Old Faithful The Smoking Section",http://books.google.com/books/content?id=1cuf2UOiRT4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['David Sedaris'],[104],[52]
348,348,Me Talk Pretty One Day,['Humor'],Back Bay Books,2009-05-04,288.0,https://play.google.com/store/books/details?id=WVKiq9stTNgC&rdid=book-WVKiq9stTNgC&rdot=1&source=gbs_api,10.99,3.5,3634.0,NOT_MATURE,en,"A new collection from David Sedaris is cause for jubilation. His recent move to Paris has inspired hilarious pieces, including Me Talk Pretty One Day, about his attempts to learn French. His family is another inspiration. You Cant Kill the Rooster is a portrait of his brother who talks incessant hip-hop slang to his bewildered father. And no one hones a finer fury in response to such modern annoyances as restaurant meals presented in ludicrous towers and cashiers with 6-inch fingernails. Compared by The New Yorker to Twain and Hawthorne, Sedaris has become one of our best-loved authors. Sedaris is an amazing reader whose appearances draw hundreds, and his performancesincluding a jaw-dropping impression of Billie Holiday singing I wish I were an Oscar Meyer weinerare unforgettable. Sedariss essays on living in Paris are some of the funniest hes ever written. At last, someone even meaner than the French! The sort of blithely sophisticated, loopy humour that might have resulted if Dorothy Parker and James Thurber had had a love child. Entertainment Weekly on Barrel Fever Sidesplitting Not one of the essays in this new collection failed to crack me up; frequently I was helpless. The New York Times Book Review on Naked",http://books.google.com/books/content?id=WVKiq9stTNgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['David Sedaris'],[104],[]
349,349,Squirrel Seeks Chipmunk,['Humor'],"Little, Brown",2010-09-28,176.0,https://play.google.com/store/books/details?id=jOMGyirP81IC&rdid=book-jOMGyirP81IC&rdot=1&source=gbs_api,10.99,3.0,108.0,NOT_MATURE,en,"Featuring David Sedaris's unique blend of hilarity and heart, this new collection of keen-eyed animal-themed tales is an utter delight. Though the characters may not be human, the situations in these stories bear an uncanny resemblance to the insanity of everyday life. In ""The Toad, the Turtle, and the Duck,"" three strangers commiserate about animal bureaucracy while waiting in a complaint line. In ""Hello Kitty,"" a cynical feline struggles to sit through his prison-mandated AA meetings. In ""The Squirrel and the Chipmunk,"" a pair of star-crossed lovers is separated by prejudiced family members. With original illustrations by Ian Falconer, author of the bestselling Olivia series of children's books, these stories are David Sedaris at his most observant, poignant, and surprising.",http://books.google.com/books/content?id=jOMGyirP81IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['David Sedaris'],[104],[52]
350,350,Theft by Finding,['Humor'],"Little, Brown",2017-05-30,528.0,https://play.google.com/store/books/details?id=GAcvDQAAQBAJ&rdid=book-GAcvDQAAQBAJ&rdot=1&source=gbs_api,11.99,3.5,25.0,NOT_MATURE,en,"One of the most anticipated books of 2017: Boston Globe, New York Times Book Review, New York's ""Vulture"", The Week, Bustle, BookRiot An NPR Best Book of 2017An AV Club Favorite Book of 2017A Barnes & Noble Best Book of 2017A Goodreads Choice Awards nominee David Sedaris tells all in a book that is, literally, a lifetime in the making. For forty years, David Sedaris has kept a diary in which he records everything that captures his attention-overheard comments, salacious gossip, soap opera plot twists, secrets confided by total strangers. These observations are the source code for his finest work, and through them he has honed his cunning, surprising sentences. Now, Sedaris shares his private writings with the world. Theft by Finding, the first of two volumes, is the story of how a drug-abusing dropout with a weakness for the International House of Pancakes and a chronic inability to hold down a real job became one of the funniest people on the planet. Written with a sharp eye and ear for the bizarre, the beautiful, and the uncomfortable, and with a generosity of spirit that even a misanthropic sense of humor can't fully disguise, Theft By Finding proves that Sedaris is one of our great modern observers. It's a potent reminder that when you're as perceptive and curious as Sedaris, there's no such thing as a boring day.",http://books.google.com/books/content?id=GAcvDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['David Sedaris'],[104],[52]
351,351,Naked,['Humor'],Back Bay Books,2009-05-04,304.0,https://play.google.com/store/books/details?id=cLJZ_kaBhRwC&rdid=book-cLJZ_kaBhRwC&rdot=1&source=gbs_api,9.99,4.0,22.0,NOT_MATURE,en,"In Naked, David Sedaris's message alternately rendered in Fakespeare, Italian, Spanish, and pidgin Greek is the same: pay attention to me. Whether he's taking to the road with a thieving quadriplegic, sorting out the fancy from the extra-fancy in a bleak fruit-packing factory, or celebrating Christmas in the company of a recently paroled prostitute, this collection of memoirs creates a wickedly incisive portrait of an all-too-familiar world. It takes Sedaris from his humiliating bout with obsessive behavior in A Plague of Tics to the title story, where he is finally forced to face his naked self in the mirrored sunglasses of a lunatic. At this soulful and moving moment, he picks potato chip crumbs from his pubic hair and wonders what it all means. This remarkable journey into his own life follows a path of self-effacement and a lifelong search for identity, leaving him both under suspicion and overdressed.",http://books.google.com/books/content?id=cLJZ_kaBhRwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['David Sedaris'],[104],[]
352,352,Children Playing Before a Statue of Hercules,['Fiction'],Simon and Schuster,2010-04-01,256.0,,,3.5,7.0,NOT_MATURE,en,"'When apple-picking season ended, I got a Job in a packing plant and gravitated towards short stories, which I could read during my break and reflect upon for the remainder of my shift. A good one would take me out of myself and then stuff me back in, outsized, now, and uneasy with the fit . . . Once, before leaving on vacation, I copied an entire page from an Alice Munro story and left it in my typewriter, hoping a burglar might come upon it and mistake her words for my own. That an intruder would spend his valuable time reading, that he might be impressed by the description of a crooked face, was something I did not question, as I believed, and still do, that stories can save you'.",http://books.google.com/books/content?id=ut-i7CZQ6-4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['David Sedaris'],[104],[]
353,353,Santaland Diaries,['Biography & Autobiography'],Hachette UK,2010-08-05,160.0,,,2.0,6.0,NOT_MATURE,en,"A collection of surprising, disarming and 'extremely funny' essays from the internationally bestselling author of Me Talk Pretty One Day (Sunday Times) Santaland Diaries collects six of David Sedaris's most profound Christmas stories into one slender volume perfect for use as a last-minute coaster or ice-scraper. This drinking man's companion can be enjoyed by the warmth of a raging fire, the glow of a brilliantly decorated tree, or even in the back seat of a police car. It should be read with your eyes, felt with your heart, and heard only when spoken to. It should, in short, behave much like a book. And oh, what a book it is! 'Sedaris writes with a gentle but unfailing acuity and a keen eye for the ridiculous ... extremely funny' -Sunday Times",http://books.google.com/books/content?id=K0qUfqzbTZUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,['David Sedaris'],[104],[]
354,354,Holidays on Ice,['Humor'],"Little, Brown",2009-05-04,128.0,https://play.google.com/store/books/details?id=AmESXDfiId4C&rdid=book-AmESXDfiId4C&rdot=1&source=gbs_api,8.99,3.0,3290.0,NOT_MATURE,en,"David Sedaris's beloved holiday collection is new again with six more pieces, including a never before published story. Along with such favorites as the diaries of a Macy's elf and the annals of two very competitive families, are Sedaris's tales of tardy trick-or-treaters (""Us and Them""); the difficulties of explaining the Easter Bunny to the French (""Jesus Shaves""); what to do when you've been locked out in a snowstorm (""Let It Snow""); the puzzling Christmas traditions of other nations (""Six to Eight Black Men""); what Halloween at the medical examiner's looks like (""The Monster Mash""); and a barnyard secret Santa scheme gone awry (""Cow and Turkey""). No matter what your favorite holiday, you won't want to miss celebrating it with the author who has been called ""one of the funniest writers alive"" (Economist).",http://books.google.com/books/content?id=AmESXDfiId4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['David Sedaris'],[104],[52]
