name,bio
Pathfinder Press,"The Pathfinder tendency is the unofficial name of a group of historically Trotskyist organizations that cooperate politically and organizationally with the Socialist Workers Party of the United States and support its solidarity with the Cuban Revolution and the Communist Party of Cuba.
"
Paulist Press,"The Paulist Fathers, officially known as the Missionary Society of Saint Paul the Apostle (Latin: Societas Sacerdotum Missionariorum a Sancto Paulo Apostolo; abbreviation: CSP), is a society of apostolic life of the Catholic Church founded in New York City in 1858 by Servant of God Isaac Thomas Hecker in collaboration with George Deshon, Augustine Hewit, and Francis A. Baker.
"
Pavilion Books,"Pavilion Books Holdings Ltd is an English publishing company based in London.
"
Pecan Grove Press,"Pecan Grove Press publishes primarily poetry books and chapbooks.  Though sponsored by the Department of English and The Academic Library of St. Mary's University in San Antonio, Texas,[1] the press is self-supporting.[2]  Founded in 1988 by St. Mary's faculty member, Karen Navarte, Pecan Grove Press has served poets for more than 20 years.  It receives approximately 300 manuscripts for consideration yearly[3] and has produced more than 110 books.[2]  Although the press's scope includes poets from across the state of Texas and as far away as Canada, it remains true to its roots by continuing to publish at least one San Antonio poet each year.[2]
"
Pen and Sword Books,"
"
Penguin Books,"
"
Penguin Random House,"
"
Penn State University Press,"The Penn State University Press, also known as The Pennsylvania State University Press, was established in 1956 and is a non-profit publisher of scholarly books and journals. It is the independent publishing branch of the Pennsylvania State University and is a division of the Penn State University Library system. Penn State University Press publishes books and journals of interest to scholars and general audiences. As a part of a land-grant university with a mandate to serve the citizens of the commonwealth of Pennsylvania, it also specializes in works about Penn State University, Pennsylvania, and the mid-Atlantic region. The areas of scholarship the Press is best known for are art history, medieval studies, Latin American studies, rhetoric and communication, religious studies, and Graphic Medicine. In 2016 the Press launched PSU Press Unlocked, an open access platform featuring over 70 books and journals. The Press acquired academic publisher Eisenbrauns, which specializes in ancient Near East and biblical studies, in November 2017. Eisenbrauns continues to publish as an imprint of the Press.
"
Persephone Books,"
"
Perseus Books Group,"
"
Peter Lang,"Peter Lang is an academic publisher specializing in the humanities and social sciences. It has its headquarters in Pieterlen and Bern, Switzerland, with offices in Brussels, Frankfurt am Main, New York City, Dublin, Oxford, Vienna, and Warsaw.[4][5]
"
Peter Owen Publishers,"Peter Owen Publishers is a family-run London-based independent publisher based in London, England. It was founded in 1951.[2]
"
Phaidon Press,"Phaidon Press is a global publisher of books on art, architecture, design, fashion, photography, and popular culture, as well as cookbooks, children's books, and travel books. The company is based in London and New York City, with additional offices in Paris and Berlin. With over 1,500 titles in print, Phaidon books are sold in over 100 countries and are printed in English, French, Spanish, German, Italian, Mandarin, and dozens of other languages. Since the publisher's founding in Vienna in 1923, Phaidon has sold more than 42 million books worldwide.
"
Philosophy Documentation Center,"The Philosophy Documentation Center (PDC) is a non-profit publisher and resource center that provides access to scholarly materials in applied ethics, classics, philosophy, religious studies, and related disciplines. It publishes academic journals, conference proceedings, anthologies, and online research databases, often in cooperation with scholarly and professional associations. It also provides membership management and electronic publishing services, and hosts electronic journals, series, and other publications from several countries.
"
Philtrum Press,"
"
Picador,"Picador is an imprint of Pan Macmillan in the United Kingdom and Australia and of Macmillan Publishing in the United States. Both companies are owned by Georg von Holtzbrinck Publishing Group.
"
Pimlico Books at Random House,"
"
Playwrights Canada Press,"Playwrights Canada Press is a Canadian publishing house founded in 1984 by the Playwrights Guild of Canada. It was incorporated in 2000 as an independent company.[2]
"
Pluto Press,"
"
Point Blank,"Point Blank is an imprint of Wildside Press, founded in early 2004 by J. T. Lindroos and John Gregory Betancourt. Allan Guthrie and Kathleen Martin have worked with the company from its beginning in various editorial roles. Point Blank publishes mostly hard boiled crime fiction, both original novels and classic reprints. Its inaugural publication was Two-Way Split, the first novel by Allan Guthrie,  followed by novels and short story collections from James Reasoner, James Sallis, Gary Phillips, O'Neil De Noux, Ed Lynskey, and many others. 
"
Wildside Press,"Wildside Press is an independent publishing company in Cabin John, Maryland, United States. It was founded in 1989 by John Betancourt and Kim Betancourt. While the press was originally conceived as a publisher of speculative fiction in both trade and limited editions, its focus has broadened since then, both in content and format.
"
Poisoned Pen Press,"Poisoned Pen Press is a publisher of mystery fiction based in Scottsdale, Arizona, US. Poisoned Pen Press typically publishes thirty-six new hardcover mysteries per year, thirty-six new large type editions of those hardcovers, and between thirty and forty new trade paperback editions of previously published hardcovers. Audio books of new titles are produced by Blackstone Audio. 
"
Policy Press,"Policy Press, established in 1996, is an academic publisher based in the Faculty of Social Sciences and Law at the University of Bristol, United Kingdom, and as of 2016, an imprint of Bristol University Press.[3] Independent and not-for-profit, the company specialises in the social sciences and aims to improve social conditions with publications that will make a positive difference to learning and research, policy, and practice. Spanning several disciplines, including sociology, social policy, childhood and family studies, social work, criminology, public health, and urban policy, Policy Press publishes a variety of products, including textbooks, academic journals, and monographs.
"
Polity,"Polity is an academic publisher in the social sciences and humanities.[1] It was established in 1984 and has editorial[citation needed] offices in Cambridge (UK), Oxford (UK), and Boston (US).[1] It specializes in the areas of sociology, media, politics, and social theory.
"
Practical Action,"Practical Action (previously known as the Intermediate Technology Development Group, ITDG) is a development charity registered in the United Kingdom[1] which works directly in four regions of the developing world – Latin America, East Africa, Southern Africa and South Asia, with particular concentration on Peru, Bolivia, Kenya, Sudan, Zimbabwe, Bangladesh and Nepal.
"
J. Q. Preble,"J. Q. Preble was a small publisher which was based in New York City. They published several children's books from 1851 to 1865.[1]  Many of these books have detailed wood engravings.  The publisher often did not put publication dates or author names in the books.
"
Prentice Hall,"
"
Prime Books,"Prime Books is an independent publishing house, specializing in a mix of literary/commercial anthologies, collections, novels, and previously two magazines: Fantasy Magazine and Lightspeed Magazine (both sold November 2011).
"
Princeton University Press,"Princeton University Press is an independent publisher with close connections to Princeton University. Its mission is to disseminate scholarship within academia and society at large.
"
Profile Books,"Profile Books is a British independent book publishing firm founded in 1996. It publishes non-fiction subjects including history, biography, memoir, politics, current affairs, travel and popular science.
"
Progress Publishers,"Progress Publishers was a Moscow-based Soviet publisher founded in 1931.
"
Prometheus Books,"Prometheus Books is a publishing company founded in August 1969 by the philosopher Paul Kurtz (who was also the founder of the Council for Secular Humanism, Center for Inquiry, and co-founder of the Committee for Skeptical Inquiry).[1][2] The publisher's name was derived from Prometheus, the Titan from Greek mythology who stole fire from Zeus and gave it to man. This act is often used as a metaphor for bringing knowledge or enlightenment.[3][4]
"
Puffin Books,"Puffin Books is a longstanding children's imprint of the British publishers Penguin Books. Since the 1960s, it has been among the largest publishers of children's books in the UK and much of the English-speaking world.[1] The imprint now belongs to Penguin Random House, a subsidiary of the German media conglomerate Bertelsmann.
"
Penguin Books,"
"
Purple House Press,"Purple House Press is a publishing house based in Cynthiana, Kentucky. Founded in 2000 by former software engineer Jill Morgan, it specializes in bringing out-of-print children's books back into print.[1]
"
Pushkin Press,"Pushkin Press is a British-based publishing house dedicated to publishing novels, essays, memoirs and children's books.[3] The London-based company was founded in 1997 and is notable for publishing authors such as Stefan Zweig, Marcel Aymé, Antal Szerb, Paul Morand and Yasushi Inoue, as well as award-winning contemporary writers, including Andrés Neuman, Edith Pearlman, Ayelet Gundar-Goshen, Eka Kurniawan and Ryu Murakami.
"
The Quarto Group,"
"
Que Publishing,"
"
Quebecor,"
"
Quirk Books,"Quirk Books is an American independent book publisher based in Philadelphia.
"
Random House,"
"
Red Circle Authors,"Red Circle Authors is a British publishing house based in London that specialises in Japanese fiction.[1][2][3]
"
Redstone Press,"
Redstone Press is a London-based art book publisher that was founded in 1986 by Julian Rothenstein,[1] the son of English portrait painter Duffy Ayers and her first husband, the painter and printmaker Michael Rothenstein. Redstone Press has been characterised as ""a shining example of how books should be published. Their books are beautifully designed and flawlessly produced with fantastically original and entertaining content.""[2] Publisher Julian Rothenstein, who has been called ""a one-man art movement"",[3] is also the press's editor and designer.
"
Reed Publishing,"Reed Publishing (NZ) Ltd (formerly A. H. Reed Ltd and A. H. and A. W. Reed Ltd) was one of the leading publishers in New Zealand.[1] It was founded by Alfred Hamish Reed and his wife Isabel in 1907. Reed's nephew Alexander Wyclif Reed joined the firm in 1925. It was a New Zealand literature specialist and general titles publisher, releasing over 100 titles a year including a number of significant New Zealand authors such as Barry Crump, Janet Frame and Witi Ihimaera.
"
RELX,"
"
Remington & Co,"Remington & Co was a UK-based publishing company founded in the 19th century and characterised by a number of books published about life in Australia.
"
Riverhead Books,"Riverhead Books is an imprint of Penguin Group (USA) founded in 1994 by Susan Petersen Kennedy.
"
Robert Hale,"
"
Robson Books,"Pavilion Books Holdings Ltd is an English publishing company based in London.
"
Rock Scorpion Books,"Rock Scorpion Books was an independent publishing forum run from the United Kingdom. It was formed in 2006 and specialised in publishing fiction and non-fiction which raised awareness about the British overseas territory of Gibraltar. Rock Scorpion books ceased to exist in 2013. Several of their former titles are currently published by Createspace International. 
"
Rodopi,"Rodopi, founded in 1966 in Amsterdam, Netherlands, is an academic publishing company with offices in the Netherlands and the United States. It takes its name from a mountain range in Bulgaria which forms the border with northern Greece.
"
Routledge Kegan Paul,"
"
Routledge,"
"
Taylor & Francis,"Taylor & Francis Group is an international company originating in England that publishes books and academic journals. It is a division of Informa plc, a United Kingdom–based publisher and conference company.[6]
"
Rowman & Littlefield,"Rowman & Littlefield Publishing Group is an independent publishing house founded in 1949. Under several imprints, the company offers scholarly books for the academic market, as well as trade books. The company also owns the book distributing company National Book Network based in Lanham, Maryland.
"
Royal Society of Chemistry,"The Royal Society of Chemistry (RSC) is a learned society (professional association) in the United Kingdom with the goal of ""advancing the chemical sciences"". It was formed in 1980 from the amalgamation of the Chemical Society, the Royal Institute of Chemistry, the Faraday Society, and the Society for Analytical Chemistry with a new Royal Charter and the dual role of learned society and professional body. At its inception, the Society had a combined membership of 34,000 in the UK and a further 8,000 abroad.[3] The headquarters of the Society are at Burlington House, Piccadilly, London. It also has offices in Thomas Graham House in Cambridge (named after Thomas Graham, the first president of the Chemical Society) where RSC Publishing is based. The Society has offices in the United States at the University City Science Center, Philadelphia, in both Beijing and Shanghai, China and Bangalore, India.[4]
"
S&P Global,"S&P Global Inc. (prior to April 2016 McGraw Hill Financial, Inc., and prior to 2013 McGraw–Hill Companies) is an American publicly traded corporation headquartered in Manhattan, New York City. Its primary areas of business are financial information and analytics. It is the parent company of S&P Global Ratings, S&P Global Market Intelligence, and S&P Global Platts, CRISIL, and is the majority owner of the S&P Dow Jones Indices joint venture. ""S&P"" is a shortening of ""Standard and Poor's"".
"
SAGE Publishing,"SAGE Publishing, formerly SAGE Publications, is an American independent publishing company founded in 1965 in New York by Sara Miller McCune and now based in Newbury Park, California. 
"
St. Martin's Press,"
"
Salt Publishing,"Salt Publishing is an independent publisher whose origins date back to 1990 when poet John Kinsella launched Salt Magazine in Western Australia.  The journal rapidly developed an international reputation as a leading publisher of new poetry and poetics[citation needed].  Over the next decade, Kinsella, together with Tracy Ryan, went on to develop Folio(Salt), publishing and co-publishing books and chapbooks focused on a pluralist vision of contemporary poetry which extended across national boundaries and a wide range of poetic practices.[citation needed]
"
Sams Publishing,"Sams Publishing is dedicated to the publishing of technical training manuals and is an imprint of Pearson plc, the global publishing and education company.
"
Samuel French,"Samuel French (1821–1898) was an American entrepreneur who, together with British actor, playwright and theatrical manager Thomas Hailes Lacy, pioneered in the field of theatrical publishing and the licensing of plays.[1]
"
Schocken Books,"Schocken Books is an offspring of the Schocken Verlag, a publishing company that was established in Berlin  in 1931 with a second office in Prague by the Schocken Department Store owner Salman Schocken. It published the writings of Martin Buber, Franz Rosenzweig, Franz Kafka and S. Y. Agnon, among others.
"
Scholastic Corporation,"Scholastic Corporation is an American multinational publishing, education and media company that publishes and distributes comics, books and educational materials for schools, parents, and children. Products are distributed via retail and online sales and through schools via reading clubs and book fairs.
"
Scribner,"
"
Seagull Books,"
"
Serif,"
"
Shambhala Publications,"Shambhala Publications is an independent publishing company based in Boulder, Colorado. According to the company, it specializes in ""books that present creative and conscious ways of transforming the individual, the society, and the planet"".[1] Many of its titles deal with Buddhism and related topics in religion and philosophy.  The company's name was inspired by the Sanskrit word Shambhala, referring to a mystical kingdom hidden beyond the snowpeaks of the Himalayas, according to the Tibetan Buddhist tradition.[2]  Several of its major authors are Chögyam Trungpa, Pema Chödrön, Thomas Cleary, Ken Wilber, Fritjof Capra, A. H. Almaas, John Daido Loori, John Stevens, Edward Espe Brown and Natalie Goldberg.
"
Shire Books,"Shire Books are published by Bloomsbury Publishing, a book publishing company based in London, England, and formerly by Shire Publications Ltd. and Osprey Publishing. Shire offers low priced, concise non-fiction paperbacks on a wide range of subjects. Shire books cover antiques and collectables, motoring and rural history, archaeology and Egyptology, architecture, industrial history and many other topics.
"
Shuter & Shooter Publishers,"Shuter & Shooter is a publishing house based in South Africa.
"
Sidgwick & Jackson,"Sidgwick & Jackson is an imprint of book publishing company Pan Macmillan. Formerly it was an independent publisher; as such it was founded in Britain in 1908. Its notable early authors include poet Rupert Brooke and novelist E.M. Forster. In more recent times it helped launch the careers of Lynda La Plante, Shirley Conran and Judith Krantz.
"
Signet Books,"The New American Library (also known as NAL) is an American publisher based in New York, founded in 1948.  Its initial focus was affordable paperback reprints of classics and scholarly works as well as popular and pulp fiction, but it now publishes trade and hardcover titles. It is currently an imprint of Penguin Random House; it was announced in 2015 that the imprint would publish only nonfiction titles.
"
New American Library,"The New American Library (also known as NAL) is an American publisher based in New York, founded in 1948.  Its initial focus was affordable paperback reprints of classics and scholarly works as well as popular and pulp fiction, but it now publishes trade and hardcover titles. It is currently an imprint of Penguin Random House; it was announced in 2015 that the imprint would publish only nonfiction titles.
"
Simon & Schuster,"
"
Sinclair-Stevenson,"Sinclair-Stevenson Ltd is a British publisher founded in 1989 by Christopher Sinclair-Stevenson.
"
Society for Promoting Christian Knowledge,"
"
Sounds True,"Sounds True is a multimedia publishing company founded in 1985 by Tami Simon. The company is based in Louisville, Colorado, near Boulder, Colorado.[2][3] The company publishes over 800 spoken-word audio and music recordings, books, multimedia learning resources, and online educational programs from those prominent in the fields of spirituality, psychology, health, and healing, including NY-Times bestselling authors Eckhart Tolle, Pema Chödrön, Geneen Roth, Jon Kabat-Zinn, Clarissa Pinkola Estés, Andrew Weil, Brené Brown, and Caroline Myss. The company organizes and hosts an annual event, dedicated to personal growth and spiritual transformation, called The Wake Up Festival, in August of each year, in Estes Park, Colorado.[4][5]
"
Sourcebooks,"Sourcebooks, Inc., is an independent book publisher located in Naperville, Illinois. The company publishes books, ebooks, and digital products, and is one of the 20 largest publishers in the United States.
"
South End Press,"South End Press was a non-profit book publisher run on a model of participatory economics.[citation needed] It was founded in 1977 by Michael Albert,[1] Lydia Sargent, Juliet Schor,[2] among others, in Boston's South End. It published books written by political activists, notably Arundhati Roy, Noam Chomsky, bell hooks, Winona LaDuke, Manning Marable, Ward Churchill, Cherríe Moraga, Andrea Smith, Howard Zinn, Jeremy Brecher and Scott Tucker. South End Press closed in 2014.
"
Spinsters Ink,"
Founded in Upstate New York in 1978 by Maureen Brady and Judith McDaniel, Spinsters Ink is one of the oldest lesbian feminist publishers in the world. It is currently owned by publisher Linda Hill, who purchased the Spinsters Ink in 2005.[1] Hill also owns Bella Books and Beanpole Books. "
Springer Science+Business Media,"Springer Science+Business Media, commonly known as Springer, is a German multinational publishing company of books, e-books and peer-reviewed journals in science, humanities, technical and medical (STM) publishing.[1]
"
Square One Publishers,"Square One Publishers is a publishing company, founded in 2000 by Rubin ""Rudy"" Shur, a former Avery Publishing president.[1] Rudy Shur serves as the Chief Executive Officer.[2] Their offices are located in Garden City, New York, home to other publisher's offices.[1] In April 2016, Square One Publishers acquired Ocean Publishing, located in Flageler Beach, Florida, with the intent to keep the Ocean Publishing name as an imprint.[3] Later that year, Square One Publishers acquired the rights to five novels by James Misko, marking the entry into fictional titles.[4]
"
Stanford University Press,"Stanford Briefs 
"
The Stationery Office,"The Stationery Office (TSO) is a British publishing company created in 1996 when the publishing arm of Her Majesty's Stationery Office was privatised.[1] It is the official publisher and the distributor for legislation, command and house papers, select committee reports, Hansard, and the London, Edinburgh and Belfast Gazettes, the UK government's three official journals of record.[2] With more than 9,000 titles in print and digital formats published every year, it is one of the UK's largest publishers by volume.[3]
"
Steidl,"Steidl is a German-language publisher, an international publisher of photobooks, and a printing company, based in Göttingen, Germany.[2] It was started in 1968 by Gerhard Steidl and is still run by him.[3][4]
"
Stein and Day,"
"
Summerwild Productions,"Summerwild Productions is a Canadian independent book publisher.
"
Summit Media,"Summit Publishing Co., Inc., trading as Summit Media, is a digital lifestyle network in the Philippines. It has 15 media brands attracting around 20 million monthly unique visitors and approximately 33 million social media followers.[citation needed]It began as a consumer magazine publisher in June 1995, with Preview as its first magazine title.[1] It turned into a publication conglomerate which published several lifestyle magazines titles, including Candy for young Filipino girls and Yes!, a Philippine entertainment magazine. 
"
SUNY Press,"The State University of New York (SUNY /ˈsuːni/ SOO-nee) is a system of public colleges and universities in New York State. It is the largest comprehensive system of universities, colleges, and community colleges in the United States,[7] with a total enrollment of 424,051 students, plus 2,195,082 adult education students, spanning 64 campuses across the state. Led by Chancellor Jim Malatras, the SUNY system has 91,182 employees, including 32,496 faculty members, and some 7,660 degree and certificate programs overall and a $13.08 billion budget.[8][9]
"
T&T Clark,"
"
Tachyon Publications,"Tachyon Publications is an independent press specializing in science fiction and fantasy books.  Founded in San Francisco in 1995 by Jacob Weisman, Tachyon books have tended toward high-end literary works, short story collections, and anthologies.
"
Tammi,"Tammi is a Finnish publishing company established in 1943 by an initiative of Väinö Tanner, leader of the Social Democratic Party of Finland. In 1996, the company was bought by the Bonnier Group, and it is currently the third largest book publisher in Finland.[1]
"
Target Books,"Target Books was a British publishing imprint, established in 1973 by Universal-Tandem Publishing Co Ltd, a paperback publishing company. The imprint was established as a children's imprint to complement the adult Tandem imprint, and became well known for their highly successful range of novelisations and other assorted books based on the popular science fiction television series Doctor Who. Their first publications based on the serial were reprints in paperback of three novels which had been previously published as hardbacks: Doctor Who and the Daleks and Doctor Who and the Crusaders by David Whitaker, and Doctor Who and the Zarbi by Bill Strutton. As these sold well further novelisations of the show were commissioned.[1] In 1975 Universal-Tandem was sold by its American owners, the Universal-Award group, to the British conglomerate Howard and Wyndham. The company was renamed Tandem Publishing Ltd before being merged with the paperback imprints of Howard and Wyndham's general publishing house W. H. Allen Ltd to become Wyndham Publications Ltd in 1976. However, during 1977 and 1978 the Wyndham identity was phased out and, until 1990, Target books were published by 'the paperback division of WH Allen & Co'.
"
Tarpaulin Sky Press,"Tarpaulin Sky Press is a small press publisher of hybrid texts as well as poetry and prose. Founded by Christian Peet in 2006 and based in Grafton, Vermont, the company produces full-length books, chapbooks, trade paperbacks, hand-bound books, and a literary journal that appears in online and paper editions.[1] Their trade paperbacks are distributed by Small Press Distribution, where three titles have appeared on the distributor's ""bestsellers"" list, including Danielle Dutton's Attempts at a Life, which stayed on the list for seven months. [2] In addition to Dutton's book, the press's titles include the first full-length work of fiction by poet Joyelle McSweeney, Nylund, the Sarcographer;  a collaborative book of poetry by Noah Eli Gordon and Joshua Marie Wilkinson, with images by Noah Saterstrom, Figures for a Darkroom Voice;  hand-bound and perfect-bound editions of the second book by Jenny Boully, [one love affair]*; and hand-bound and perfect-bound editions of the first full-length collection of poems by Max Winter, The Pictures. The press's chapbooks include prose poetry and verse by Sandy Florian, Andrew Michael Roberts, and Chad Sweeney.
"
Tartarus Press,"Tartarus Press is an independent book publisher based near Leyburn, Yorkshire, UK.[1]
"
Tate Publishing & Enterprises,"
"
Taunton Press,"Taunton Press is a publisher of periodicals, books, and websites for the hobbyist and building trades based in Newtown, Connecticut. It was established in 1975 by Paul Roman and his wife Jan.[2]
"
Taylor & Francis,"Taylor & Francis Group is an international company originating in England that publishes books and academic journals. It is a division of Informa plc, a United Kingdom–based publisher and conference company.[6]
"
Ten Speed Press,"Ten Speed Press is a publishing house founded in Berkeley, California in 1971 by Philip Wood.[1] Ten Speed Press was bought by Random House in February 2009 and is now part of their Crown Publishing Group division.
"
Thames & Hudson,"Thames & Hudson (also Thames and Hudson and sometimes T&H for brevity) is a publisher of illustrated books on art, architecture, design, and visual culture.[2] With its headquarters in London, England, it has a sister company in New York and subsidiaries in Melbourne, Singapore and Hong Kong. In Paris, it has a further subsidiary company, Interart, which is engaged in the distribution of English-language books and a sister company, Éditions Thames & Hudson. It has been an independent, family-owned company since its founding in 1949.
"
Thames & Hudson USA,"Thames & Hudson (also Thames and Hudson and sometimes T&H for brevity) is a publisher of illustrated books on art, architecture, design, and visual culture.[2] With its headquarters in London, England, it has a sister company in New York and subsidiaries in Melbourne, Singapore and Hong Kong. In Paris, it has a further subsidiary company, Interart, which is engaged in the distribution of English-language books and a sister company, Éditions Thames & Hudson. It has been an independent, family-owned company since its founding in 1949.
"
Thieme Medical Publishers,"
"
Third World Press,"
"
Thomas Nelson,"Thomas Nelson is a publishing firm that began in West Bow, Edinburgh, Scotland, in 1798 as the namesake of its founder. It is a subsidiary of HarperCollins, the publishing unit of News Corp. It describes itself as a ""world leading publisher and provider of Christian content"".[1]
"
Three Sirens Press,"Three Sirens Press was a New York based publisher active in the 1930s. It specialized in high quality editions of classic books, mostly books illustrated by well known illustrators. Examples include:
"
Ticonderoga Publications,"Ticonderoga Publications is an Australian independent publishing house founded by Russell B. Farr in 1996 and now run by Farr[1] and Liz Grzyb. The publisher specialises in collections of science fiction short stories.
"
Time Inc.,"
"
Times Books,"Times Books (previously the New York Times Book Company) is a publishing imprint owned by The New York Times Company and licensed to Henry Holt and Company.
"
Titan Books,"Titan Publishing Group is an independently owned British publishing company, established in 1981.[2] It is based at offices in London's Bankside area. The books division has two main areas of publishing: film and television tie-ins and cinema reference books; and graphic novels and comics references and art titles. The company is a division of Titan Entertainment Group, which also owns Titan Magazines. As of 2016, Titan Books' editorial director is Laura Price.
"
Top Shelf Productions,"Top Shelf Productions is an American publishing company founded in 1997, originally owned and operated by Chris Staros and Brett Warnock and a small staff. Now an imprint of IDW Publishing, Top Shelf is based in Marietta, Georgia.
"
Tor Books,"
"
Triangle Books,"
"
Society for Promoting Christian Knowledge,"
"
Troubador Press,"Malcolm Whyte is an author, editor, publisher, and founder of the Cartoon Art Museum in San Francisco.[1] He has produced nearly 200 books, 45 of which he has written or co-written. His taste is for unique, offbeat ideas with a sense of good humor and produced with an eye for color and beautiful graphics as represented by The Original Old Radio Game (possibly the world's first trivia book) from 1965 to Maxon: Art Out of Chaos,[2] FU (Fantagraphics Underground) Press, 2018.
"
Tupelo Press,"Tupelo Press is an American not-for-profit literary press founded in 1999. It produced its first titles in 2001, publishing poetry, fiction and non-fiction. Originally located in Dorset, Vermont, the press has since moved to North Adams, Massachusetts.[1][2]
"
Tuttle Publishing,"Tuttle Publishing, originally the Charles E. Tuttle Company, is a book publishing company that includes Tuttle, Periplus Editions, and Journey Editions.[3][4] A company profile describes it as an ""International publisher of innovative books on design, cooking, martial arts, language, travel and spirituality with a focus on China, Japan and Southeast Asia.""[5] Many of its books on Asian martial arts, particularly those on Japanese martial arts, were the first widely read publications on these subjects in the English language.[6]
"
Twelveheads Press,"Twelveheads Press  is an independent publishing company based in Chacewater near Truro, Cornwall, UK. Best known for their Cornish Heritage series but also well known by scholars and enthusiasts for their transport and mining books: the firm takes its name from the hamlet of Twelveheads.
"
Two Dollar Radio,"Two Dollar Radio is an independent family-run publisher based in Columbus, Ohio. The company was founded in 2005 by husband-and-wife team Eric Obenauf and Eliza Jane Wood-Obenauf, with Brian Obenauf. The press specializes in literary fiction. In 2013 they launched their micro-budget film division, Two Dollar Radio ""Moving Pictures."" In 2017 they co-founded the annual Columbus, Ohio, arts festival The Flyover Fest. Also in 2017 (September) the press opened a brick-and-mortar named Two Dollar Radio Headquarters on the south side of Columbus, Ohio, which is a bookstore, full bar, performance space, and vegan coffeehouse and cafe, carrying Two Dollar Radio titles as well as a selection of almost exclusively independently published books.
"
UCL Press,NaN
UniMinds Media,NaN
United States Government Publishing Office,"
"
Universal Publishers (United States),"Universal Publishers is the parent publishing company of three non-fiction book imprints specializing in nonfiction, how-to, technical and academic titles (Universal-Publishers, BrownWalker Press & Dissertation.com). It originally began in 1997 as ""Dissertation.com,"" one of the first companies to use print on-demand and PDF (Portable Document Format) e-book technologies to publish academic theses and Ph.D. dissertations for sale online.[1][2] The company was founded by Jeffrey R. Young, while he was in graduate school as a way to make academic dissertations widely available to other students and researchers at a reasonable price.[3]
"
University of Akron Press,"The University of Akron Press is a nonprofit university press that is a part of The University of Akron. Founded in 1988, the Press is currently directed by Jon Miller and is a member of Association of American University Presses. 
"
University of Alabama Press,"The University of Alabama Press is a university press founded in 1945 and is the scholarly publishing arm of the University of Alabama. An editorial board composed of representatives from all doctoral degree granting public universities within Alabama oversees the publishing program. Projects are selected that support, extend, and preserve academic research. The Press also publishes books that foster an understanding of the history and culture of this state and region. The Press strives to publish works in a wide variety of formats such as print, electronic, and on-demand technologies to ensure that the works are widely available.
"
University of Alaska Press,"
"
University of British Columbia Press,"The University of British Columbia Press (UBC Press) is a university press that is part of the University of British Columbia. It was established in 1971. The Press is based in Vancouver, British Columbia, Canada, and has editorial offices in Kelowna, British Columbia, and Toronto, Ontario. UBC Press is primarily a social sciences publisher. It publishes books of original scholarship that draws on and reflects current research. Each year UBC Press publishes seventy new titles in a number of fields, including Aboriginal studies, Asian studies, Canadian history, environmental studies, gender and women's studies, health and food studies, geography, law, media and communications, military and security studies, planning and urban studies, and political science.
"
University of California Press,"University of California Press, otherwise known as UC Press, is a publishing house associated with the University of California that engages in academic publishing. It was founded in 1893[2] to publish scholarly and scientific works by faculty of the University of California, established 25 years earlier in 1868, and has been officially headquartered at the University's flagship campus in Berkeley, California, since its inception.[3]
"
University of Chicago Press,"The University of Chicago Press is the largest and one of the oldest university presses in the United States.[4] It is operated by the University of Chicago and publishes a wide variety of academic titles, including The Chicago Manual of Style, numerous academic journals, and advanced monographs in the academic fields.
"
University of Michigan Press,"
"
University of Minnesota Press,"The University of Minnesota Press is a university press that is part of the University of Minnesota. It had annual revenues of just over $8 million in FY 2018.[2]
"
University of Nebraska Press,"The University of Nebraska Press, also known as UNP, was founded in 1941 and is an academic publisher of scholarly and general-interest books. The press is under the auspices of the University of Nebraska–Lincoln, the main campus of the University of Nebraska system. UNP publishes primarily non-fiction books and academic journals, in both print and electronic editions. The press has particularly strong publishing programs in Native American studies, Western American history, sports, world and national affairs, and military history. The press has also been active in reprinting classic books from various genres, including science fiction and fantasy.
"
University of Pennsylvania Press,"The University of Pennsylvania Press (or Penn Press) is a university press affiliated with the University of Pennsylvania located in Philadelphia, Pennsylvania. 
"
University of Queensland Press,"
"
University of South Carolina Press,"The University of South Carolina Press (or UofSC Press, or USC Press), founded in 1944, is a university press that is part of the University of South Carolina. It is based in Columbia, South Carolina.  The University of South Carolina Press is one of the oldest and most distinguished publishing houses in the South. With more than 1,300 books available in print and digital formats, and publishing approximately forty new books annually, UofSC Press serves the state and the University of South Carolina. Our publications educate, inform, entertain, and inspire while advancing knowledge.  
"
University of Toronto Press,"The University of Toronto Press is a Canadian university press founded in 1901.[1] Although founded in 1901, the press did not publish any books until 1911.[2]
"
University of Wales Press,"
"
The University Press Limited,"The University Press Limited, commonly abbreviated as UPL, is an academic publishing house based in Dhaka, Bangladesh.[1][2][3] UPL was established in 1975 as a successor to Oxford University Press' Dhaka branch where Mohiuddin Ahmed was chief executive. Its success in the publishing industry led to winning the National Book Centre Award 16 times since 1981.[2] UPL is also the first publisher in Bangladesh to export books, and its books are also found at the libraries of Ivy League universities in the US.[2] As of 2018, UPL has published around 1,500 books.[3]
"
University Press of America,"University Press of America is an academic publisher based in the United States. Part of the independent Rowman & Littlefield Publishing Group, it was founded in 1975 and states that it has published ""more than 10,000 academic, scholarly, and biographical titles in many disciplines"".[1]  It acquired Rowman & Littlefield in 1988 and took that name for the parent company.
"
