,name,image,origin,publication_types,founded,parent_comp,hq,website
0,1517 Media,https://upload.wikimedia.org/wikipedia/en/thumb/f/fb/Augsburg_Fortress_logo.png/200px-Augsburg_Fortress_logo.png,United States,Books,1988,Evangelical Lutheran Church in America,Minneapolis,www.1517.media
1,Evangelical Lutheran Church in America,https://upload.wikimedia.org/wikipedia/en/thumb/a/ad/ELCA_Brandmark_Stacked.png/200px-ELCA_Brandmark_Stacked.png,Unknown,Unknown,Unknown,Unkown,Unknown,www.elca.org
2,37 INK,-1,United States,Books,2013,Simon & Schuster,New York City,37 INK
3,Atria,https://upload.wikimedia.org/wikipedia/en/3/32/Atria_logo.png,United States,Books,2002,Simon & Schuster,Simon & Schuster Building,www.simonandschusterpublishing.com/atria/
4,A & C Black,-1,United Kingdom,Books,1807; 214 years ago (1807),Bloomsbury Publishing,London,www.acblack.com
5,Bloomsbury Publishing,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Bloomsbury-publishing-logo.PNG/250px-Bloomsbury-publishing-logo.PNG,United Kingdom,books,26 September 1986; 35 years ago (1986-09-26),Unkown,London,www.bloomsbury.com
6,Abilene Christian University Press,https://upload.wikimedia.org/wikipedia/en/thumb/6/6f/ACU_Press_Current_Logo.jpg/220px-ACU_Press_Current_Logo.jpg,Unknown,Books,1984,Abilene Christian University,"Abilene, Texas",www.acupressbooks.com
7,Ablex Publishing,-1,Unknown,Unknown,Unknown,Unkown,Unknown,Not available
8,Elsevier,https://upload.wikimedia.org/wikipedia/en/thumb/6/6a/Elsevier_logo_2019.svg/220px-Elsevier_logo_2019.svg.png,Unknown,Unknown,1880; 141 years ago (1880),Unkown,Unknown,Not available
9,Abrams Books,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Abrams_Logo.svg/220px-Abrams_Logo.svg.png,United States,Books,"November 3, 1949; 71 years ago (1949-11-03)",La Martinière,New York City,www.abramsbooks.com
10,Academic Press,-1,United States,Unknown,1941,Elsevier,"Cambridge, Massachusetts",www.elsevier.com/books-and-journals/academic-press
11,Elsevier,https://upload.wikimedia.org/wikipedia/en/thumb/6/6a/Elsevier_logo_2019.svg/220px-Elsevier_logo_2019.svg.png,Unknown,Unknown,1880; 141 years ago (1880),Unkown,Unknown,Not available
12,Ace Books,https://upload.wikimedia.org/wikipedia/en/thumb/4/4f/Ace-books-logo.png/220px-Ace-books-logo.png,United States,Books,1952; 69 years ago (1952),Berkley Books,New York City,www.penguin.com
13,Penguin Group,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Penguin_Publishing_Group_logo.png/220px-Penguin_Publishing_Group_logo.png,Unknown,Unknown,1935; 86 years ago (1935)(as Penguin Books),Unkown,Unknown,Not available
14,Addison-Wesley,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Addison_Wesley_Logo.svg/220px-Addison_Wesley_Logo.svg.png,United States,Textbooks,1942; 79 years ago (1942),Pearson Education,Boston,www.savvas.com
15,Pearson Education,https://upload.wikimedia.org/wikipedia/en/thumb/3/35/Pearson_logo.svg/220px-Pearson_logo.svg.png,United Kingdom,Textbooks,1844; 177 years ago (1844),Pearson plc,London,pearsoned.com
16,Adis International,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Springer.svg/250px-Springer.svg.png,Germany,Unknown,10 May 1842; 179 years ago (1842-05-10) (as Springer-Verlag),Unkown,Berlin,www.springer.com
17,Wolters Kluwer,https://upload.wikimedia.org/wikipedia/en/thumb/c/c8/Wolters_Kluwer_logo.svg/220px-Wolters_Kluwer_logo.svg.png,Unknown,Unknown,1968; 53 years ago (1968),Unkown,Unknown,Not available
18,Airiti Press,https://upload.wikimedia.org/wikipedia/en/c/ca/Airiti_Logo.jpg,Unknown,Unknown,2000,Unkown,Unknown,Not available
19,Airiti Inc,https://upload.wikimedia.org/wikipedia/en/c/ca/Airiti_Logo.jpg,Unknown,Unknown,2000,Unkown,Unknown,Not available
20,Akashic Books,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/AkashicBooksLogo.jpg/220px-AkashicBooksLogo.jpg,United States,Books,1997,Unkown,Brooklyn,www.akashicbooks.com
21,Aladdin Paperbacks,https://upload.wikimedia.org/wikipedia/en/thumb/6/65/Aladdin_Paperbacks_Publishing_Logo_%28Simon_%26_Schuster%29.png/220px-Aladdin_Paperbacks_Publishing_Logo_%28Simon_%26_Schuster%29.png,United States,Books,"March 5, 1967; 54 years ago (1967-03-05)",Simon & Schuster,New York City,simonandschusterpublishing.com/aladdin/
22,Simon & Schuster,https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Simon_and_Schuster.svg/220px-Simon_and_Schuster.svg.png,Unknown,Unknown,"January 2, 1924; 97 years ago (January 2, 1924)",Unkown,Unknown,Not available
23,Alfred A. Knopf,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Knopf_Borzoi_1920.png/220px-Knopf_Borzoi_1920.png,United States,Unknown,1915; 106 years ago (1915),Penguin Random House,New York City,knopf.knopfdoubleday.com
24,Allen & Unwin,https://upload.wikimedia.org/wikipedia/en/thumb/7/75/Allen_%26_Unwin_logo.svg/220px-Allen_%26_Unwin_logo.svg.png,Australia,Books,1914 (British arm)  1976 (Australia),Unkown,"Crows Nest, New South Wales",allenandunwin.com
25,Allison & Busby,-1,England,Books,1967; 54 years ago (1967),Unkown,London,www.allisonandbusby.com
26,Alma Books,-1,United Kingdom,Books,2005,Unkown,London,www.almabooks.com
27,Alyson Books,-1,United States,Books,1980,Regent Media,New York City,www.alyson.com
28,André Deutsch,-1,Unknown,Unknown,Unknown,Unkown,Unknown,Not available
29,Carlton Publishing Group,-1,United Kingdom,Books,2019,Unkown,London,www.welbeckpublishing.com
30,Andrews McMeel Publishing,-1,United States,"Books, Calendars",1975; 46 years ago (1975),Andrews McMeel,"Kansas City, Missouri",publishing.andrewsmcmeel.com
31,Anova Books,-1,Unknown,Books,2005,Unkown,London,www.pavilionbooks.com
32,Pavilion Books,-1,Unknown,Books,2005,Unkown,London,www.pavilionbooks.com
33,Antenne Books,-1,United Kingdom,Books,2010,Unkown,London,www.antennebooks.com
34,Applewood Books,-1,United States,Unknown,1976,Unkown,"Carlisle, Massachusetts",www.awb.com
35,Apress,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Apress-logo.png/220px-Apress-logo.png,United States,Books,Unknown,Springer Nature,New York City,www.apress.com
36,Arbor House,-1,United States,Unknown,1969,Unkown,Unknown,Not available
37,Arbordale Publishing,https://upload.wikimedia.org/wikipedia/en/3/32/Arbordale_Publishing.jpg,United States,Books,2004,Unkown,"Mount Pleasant, SC",arbordalepublishing.com
38,Arcade Publishing,-1,United States,Books,1988,Skyhorse Publishing,Unknown,www.arcadepub.com
39,Arcadia Publishing,https://upload.wikimedia.org/wikipedia/en/thumb/3/30/Arcadia_Vertical_Logo.png/180px-Arcadia_Vertical_Logo.png,United States,Books,1993,Lezen,"Charleston, South Carolina",www.arcadiapublishing.com
40,Arkham House,https://upload.wikimedia.org/wikipedia/en/thumb/4/4f/Arkham_House_%28logo%29.png/100px-Arkham_House_%28logo%29.png,Unknown,Books,1939 (1939),Unkown,"Sauk City, Wisconsin",www.arkhamhouse.com
41,Arktos Media,-1,Unknown,Unknown,[1],Unkown,Budapest,https://arktos.com
42,Armida Publications,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Armida_new_logo.jpg/220px-Armida_new_logo.jpg,Cyprus,Books,1997,Armida Publications Ltd,Ayios Dhometios,www.armidabooks.com
43,ArtScroll,https://upload.wikimedia.org/wikipedia/en/d/df/ArtScroll_logo.jpg,United States,Unknown,1976,Mesorah Publications,"Rahway, New Jersey",www.artscroll.com
44,Athabasca University Press,-1,Canada,Unknown,2007,Athabasca University,"Athabasca, Alberta",www.aupress.ca
45,Atheneum Books,-1,United States,Books,1959,Simon & Schuster,New York City,simonandschusterpublishing.com/atheneum/
46,Simon & Schuster,https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Simon_and_Schuster.svg/220px-Simon_and_Schuster.svg.png,Unknown,Unknown,"January 2, 1924; 97 years ago (January 2, 1924)",Unkown,Unknown,Not available
47,The Making of the President 1960,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/The_Making_of_the_President_1960_Front_Cover_%281961_first_edition%29.jpg/220px-The_Making_of_the_President_1960_Front_Cover_%281961_first_edition%29.jpg,Unknown,Unknown,Unknown,Unkown,Unknown,Not available
48,Atlantic Books,https://upload.wikimedia.org/wikipedia/en/thumb/2/23/Atlantic_Books_logo.jpg/200px-Atlantic_Books_logo.jpg,United Kingdom,Books,February 2000,Unkown,London,http://www.atlantic-books.co.uk
49,Atlas Press,-1,United Kingdom,Unknown,1983,Unkown,Unknown,www.atlaspress.co.uk
50,ATOM Books,-1,United Kingdom,Books,1938,Hachette,Victoria Embankment,www.littlebrown.co.uk
51,Atria Publishing Group,https://upload.wikimedia.org/wikipedia/en/3/32/Atria_logo.png,United States,Books,2002,Simon & Schuster,Simon & Schuster Building,www.simonandschusterpublishing.com/atria/
52,"Little, Brown",https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Little_Brown_Company_logo.svg/220px-Little_Brown_Company_logo.svg.png,United States/United Kingdom,Unknown,1837; 184 years ago (1837),Hachette Book Group USA,New York City,littlebrown.com
53,Aunt Lute Books,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/Aunt_Lute_Books.jpg/220px-Aunt_Lute_Books.jpg,Unknown,Books,1982,Unkown,"San Francisco, CA",auntlute.com
54,Austin Macauley Publishers,https://upload.wikimedia.org/wikipedia/en/thumb/0/0f/Logo_for_Austin_Macauley_Publishers.jpg/220px-Logo_for_Austin_Macauley_Publishers.jpg,United Kingdom,Books,2006,Unkown,London,www.austinmacauley.com
55,Avery Publishing,https://upload.wikimedia.org/wikipedia/en/thumb/d/d4/Avery_Publishing_logo.png/220px-Avery_Publishing_logo.png,United States,Books,1976,Penguin Random House,New York City,www.penguin.com
56,Penguin Group,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Penguin_Publishing_Group_logo.png/220px-Penguin_Publishing_Group_logo.png,Unknown,Unknown,1935; 86 years ago (1935)(as Penguin Books),Unkown,Unknown,Not available
57,Avon Publications,-1,United States,Unknown,1941; 80 years ago (1941),HarperCollins,New York City,avonromance.com
58,HarperCollins,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Harpercollins-logo.svg/300px-Harpercollins-logo.svg.png,United StatesUnited Kingdom,Unknown,1989; 32 years ago (1989),News Corp,195 Broadway,harpercollins.com
59,Baen Books,https://upload.wikimedia.org/wikipedia/en/e/e1/Baen_Books_logo.png,United States,Books,1983,Unkown,"Wake Forest, North Carolina",www.baen.com
60,Baker Publishing Group,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/Baker_Publishing_Group_logo.jpg/200px-Baker_Publishing_Group_logo.jpg,United States,Unknown,1939,Unkown,"Ada, Michigan",bakerpublishinggroup.com
61,Ballantine Books,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Ballantine-books-logo.png/160px-Ballantine-books-logo.png,United States,Unknown,1952; 69 years ago (1952),Random House,New York City,randomhousebooks.com
62,Banner of Truth Trust,https://upload.wikimedia.org/wikipedia/en/thumb/1/19/Banner_of_Truth.jpg/100px-Banner_of_Truth.jpg,United Kingdom,"Books, magazine",1957 (1957),Unkown,Edinburgh,www.banneroftruth.org
63,Bantam Books,https://upload.wikimedia.org/wikipedia/en/e/e2/Bantam_Logo.png,United States,Unknown,1945; 76 years ago (1945),Random House,New York City,www.randomhousebooks.com
64,Random House,https://upload.wikimedia.org/wikipedia/en/thumb/b/bc/Random_House_logo.svg/220px-Random_House_logo.svg.png,Unknown,Unknown,1927; 94 years ago (1927),Unkown,Unknown,Not available
65,Bantam Spectra,https://upload.wikimedia.org/wikipedia/en/e/e4/Bantam_Spectra_logo.png,United States,Books,1945,Bantam Books,"New York City, New York",www.unboundworlds.com
66,Bantam Books,https://upload.wikimedia.org/wikipedia/en/e/e2/Bantam_Logo.png,United States,Unknown,1945; 76 years ago (1945),Random House,New York City,www.randomhousebooks.com
67,Barrie & Jenkins,-1,United Kingdom,Books,1964,Random House,London,Not available
68,Basic Books,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Basic_Books_colophon.png/220px-Basic_Books_colophon.png,United States,Unknown,1950,Hachette Books,"New York, New York",www.basicbooks.com
69,BBC Books,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/BBCbooks.svg/200px-BBCbooks.svg.png,United Kingdom,Books,Unknown,Penguin Random House,London,eburypublishing.co.uk
70,Belknap Press,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Harvard_univ_press.svg/220px-Harvard_univ_press.svg.png,United States,Academic publishing,"January 13, 1913 (1913-01-13)",Harvard University,"Cambridge, Massachusetts",www.hup.harvard.edu
71,Bella Books,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Bella_Books_logo.png/100px-Bella_Books_logo.png,United States,Unknown,2001,Unkown,"Tallahassee, Florida",www.bellabooks.com
72,Bellevue Literary Press,https://upload.wikimedia.org/wikipedia/en/thumb/8/85/Bellevue_literary_press.png/180px-Bellevue_literary_press.png,United States,Books,2007,Unkown,"New York, New York",www.blpress.org
73,Bendon Publishing International,-1,United States,Books,2001,Unkown,Ohio,www.bendonpub.com
74,Berg Publishers,-1,United Kingdom,Books,1983 (1983),Unkown,Oxford,www.bergpublishers.com/Home/tabid/36/Default.aspx
75,Bloomsbury Publishing,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Bloomsbury-publishing-logo.PNG/250px-Bloomsbury-publishing-logo.PNG,United Kingdom,books,26 September 1986; 35 years ago (1986-09-26),Unkown,London,www.bloomsbury.com
76,Berkley Books,https://upload.wikimedia.org/wikipedia/commons/1/1b/Berkley_Books_logo.png,United States,Unknown,1955; 66 years ago (1955),Penguin Group,New York City,berkleyjoveauthors.com
77,Bison Books,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Nebraska-logo.jpg/220px-Nebraska-logo.jpg,United States,Books,1941,University of Nebraska–Lincoln,"Lincoln, Nebraska",www.nebraskapress.unl.edu
78,Black Dog Publishing,-1,United Kingdom,Books,1993,St James’s House Media Group,London,www.blackdogonline.com
79,Black Ink Collective,-1,England,Books,1978,Unkown,"Brixton, London",Not available
80,Black Library,-1,United Kingdom,Books,April 1997,Games Workshop,Nottingham,www.blacklibrary.com
81,Black Sparrow Press,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Black_Sparrow_Press_Logo.jpg/220px-Black_Sparrow_Press_Logo.jpg,United States,Books,1966,Godine,Boston,godine.com
82,Black & White Publishing,-1,United Kingdom,Books,1999,Unkown,Edinburgh,blackandwhitepublishing.com
83,Blackstaff Press,https://upload.wikimedia.org/wikipedia/en/c/c4/Blackstaff_Press_logo.jpg,Northern Ireland,Books,1971,Colourpoint Books,Newtownards,blackstaffpress.com
84,Blackwell Publishing,https://upload.wikimedia.org/wikipedia/commons/5/54/Wiley_Blackwell_Logo.gif,United States,academic journals,1922; 99 years ago (1922),John Wiley & Sons,"Hoboken, New Jersey",www.wiley.com/wiley-blackwell
85,Blake Publishing,-1,Unknown,Unknown,Unknown,Unkown,Unknown,Not available
86,Bloodaxe Books,-1,United Kingdom,Books,1978,Unkown,Hexham,www.bloodaxebooks.com
87,Bloomsbury Publishing,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Bloomsbury-publishing-logo.PNG/250px-Bloomsbury-publishing-logo.PNG,United Kingdom,books,26 September 1986; 35 years ago (1986-09-26),Unkown,London,www.bloomsbury.com
88,Blue Ribbon Books,https://upload.wikimedia.org/wikipedia/en/thumb/f/fe/Doubleday_Publishing.png/220px-Doubleday_Publishing.png,United States,Books,1897; 124 years ago (1897),Penguin Random House,New York City,knopfdoubleday.com/imprint/doubleday/
89,Bobbs-Merrill Company,-1,United States,Unknown,1850; 171 years ago (1850),SAMS Publishing,Indianapolis,Not available
90,Howard W. Sams Company,-1,United States,Unknown,1940,Pearson Education,"Carmel, Indiana",www.informit.com/sams
91,Bogle-L'Ouverture Publications,-1,UK,"Non-fiction, fiction, poetry and children's books by Black writers",1969; 52 years ago (1969),Unkown,Unknown,Not available
92,Book League of America,https://upload.wikimedia.org/wikipedia/en/5/5a/Book-League-of-America-logo.png,Unknown,Unknown,1930,Unkown,Unknown,Not available
93,Booktrope,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Booktrope_Logo.png/300px-Booktrope_Logo.png,United States,Books,Unknown,Unkown,Seattle,www.booktrope.com
94,Borgo Press,-1,United States,Unknown,1975,Unkown,"San Bernardino, California",Not available
95,Wildside Press,-1,United States,Audiobooks,1989,Unkown,"Rockville, Maryland",www.wildsidepress.com
96,Boundless,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Boundless-logo-centered.png/220px-Boundless-logo-centered.png,Unknown,Unknown,March 2011; 10 years ago (2011-03),Unkown,Unknown,Not available
97,Boydell & Brewer,-1,England,Unknown,1978; 43 years ago (1978),Unkown,Suffolk,boydellandbrewer.com
98,Broadside Lotus Press,-1,United States,Books,Dudley Randall – Broadside Press 1965; 56 years ago (1965),Unkown,Detroit,broadsidelotuspress.org
99,Brill Publishers,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Brill_Publishers_logo.svg/180px-Brill_Publishers_logo.svg.png,Netherlands,Books,1683; 338 years ago (1683),Unkown,Leiden,brill.com
100,Broadview Press,-1,Canada,Books,1985,Unkown,"Peterborough, Ontario",broadviewpress.com
101,Burns & Oates,-1,United Kingdom,Books,1835,Continuum,London,Not available
102,Continuum International Publishing Group,-1,United Kingdom,Books,1999 (1999),Unkown,"London, New York City",bloomsbury.com
103,Butterworth-Heinemann,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/Butterworth-Heinemann_logo.jpg/220px-Butterworth-Heinemann_logo.jpg,United Kingdom,Unknown,1990,Elsevier,Oxford,www.elsevier.com/books-and-journals/butterworth-heinemann
104,Elsevier,https://upload.wikimedia.org/wikipedia/en/thumb/6/6a/Elsevier_logo_2019.svg/220px-Elsevier_logo_2019.svg.png,Unknown,Unknown,1880; 141 years ago (1880),Unkown,Unknown,Not available
105,Caister Academic Press,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Caister-academic-press.jpg/250px-Caister-academic-press.jpg,United Kingdom,Unknown,1993,Unkown,"Poole, UK",www.caister.com
106,Cambridge University Press,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Cambridge_University_Press_%26_Assessment_Logo.png/220px-Cambridge_University_Press_%26_Assessment_Logo.png,United Kingdom,Unknown,1534; 487 years ago (1534),University of Cambridge,Cambridge,www.cambridge.org
107,Canadian Science Publishing,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Canadian_Science_Publishing_Logo.png/220px-Canadian_Science_Publishing_Logo.png,Canada,academic journals,1929,Unkown,Ottawa,cdnsciencepub.com
108,Candlewick Press,https://upload.wikimedia.org/wikipedia/en/7/78/Candlewick_Press_logo.jpg,United States,Books,1992 (1992),Walker Books Ltd.,"Somerville, Massachusetts",www.candlewick.com
109,Canongate Books,-1,United Kingdom,Books,1973; 48 years ago (1973),Unkown,Edinburgh,www.canongate.co.uk
110,Capstone Publishers,-1,United States,Books,Unknown,Coughlan Companies,"Mankato, Minnesota",www.mycapstone.com
