name,bio
Frank O'Hara,"Francis Russell ""Frank"" O'Hara (March 27, 1926 – July 25, 1966) was an American writer, poet, and art critic. A curator at the Museum of Modern Art, O'Hara became prominent in New York City's art world. O'Hara is regarded as a leading figure in the New York School, an informal group of artists, writers, and musicians who drew inspiration from jazz, surrealism, abstract expressionism, action painting, and contemporary avant-garde art movements.
"
Joe Okonkwo,"Joe Okonkwo is an American writer, whose debut novel Jazz Moon won the Edmund White Award[1] and was shortlisted for the Lambda Literary Award for Gay Fiction,[2] in 2017.
"
Jamie O'Neill,"
"
Joe Orton,"
"
Lawrence O'Toole,"Lawrence O'Toole is a Canadian former journalist, best known as a film, dance and theatre critic for The Globe and Mail and Maclean's in the 1970s and 1980s.[1] After moving to New York City in 1988, he was a contributor to Time, Entertainment Weekly, GQ and The New York Times,[2] and volunteered for an AIDS service organization.[2] In 1994, he published Heart's Longing: Newfoundland, New York and the Distance Home, a memoir of his experience growing up in Newfoundland and Labrador, coming out as gay as an adult, and later returning to his hometown of Renews for a visit.[3] The book was an expansion of an article he had previously written for Saturday Night.[2]
"
Wilfred Owen,"
"
John Palmer,"John Palmer (May 13, 1943 – May 15, 2020[1]) was a Canadian theatre and film director and playwright.[2]
"
Morris Panych,"Morris Stephen Panych (born 30 June 1952) is a Canadian playwright, director and actor.
"
Arleen Paré,"Arleen Lyda Paré (born 1946)[1] is a Canadian writer. She has published three collections of poetry and two novels to date.
"
Sophia Parnok,"
"
Pier Paolo Pasolini,"
"
Benito Pastoriza Iyodo,"Benito Pastoriza Iyodo is an author of poetry, poetics, fiction and literary articles. The themes of his literary works include: man's evolution from childhood to adulthood, examination of self, the precipices of culture and its rituals, violence in the cities, examination of stereotypes, the constructs of communication, gender roles and sexuality, education systems and racism, exploitation and the manifestation of exclusion through political and economic powers.[1]
"
Walter Pater,"
"
Fiona Patton,"
"
Robert Patrick,"Robert Patrick (born September 27, 1937) is an American playwright, poet, lyricist, short story writer, and novelist. He was born Robert Patrick O'Connor in Kilgore, Texas.[1]
"
Karleen Pendleton Jiménez,"Karleen Pendleton Jiménez is an American-Canadian writer and academic.[1] She is best known for her 2000 book Are You a Boy or a Girl?, a 2001 Lambda Literary Award finalist which was adapted into the 2008 film Tomboy,[2] and her 2011 memoir How to Get a Girl Pregnant, a 2012 Lambda Literary Award finalist.[3]
"
Sandro Penna,"Sandro Penna (June 12, 1906 – January 21, 1977) was an Italian poet.
"
Cristina Peri Rossi,"Cristina Peri Rossi is a Uruguayan novelist, poet, translator, and author of short stories.
"
Néstor Perlongher,"Néstor Osvaldo Perlongher (Avellaneda, 24 December 1949 - São Paulo, 26 November 1992)  was an Argentine poet and anthropologist.
"
Fernando Pessoa,"
"
Petronius,"
"
Edward O. Phillips,"Edward Openshaw Phillips (November 26, 1931 - May 30, 2020) was a Canadian novelist, who has written both mystery novels and mainstream literary fiction.[1] He was best known for his mystery novel series featuring gay detective Geoffrey Chadwick.[2]
"
Katherine Philips,"
"
Leah Lakshmi Piepzna-Samarasinha,"Leah Lakshmi Piepzna-Samarasinha (born April 21, 1975 in Worcester, Massachusetts) is a Toronto and Oakland-based poet, writer, educator and social activist. Her writing and performance art focuses on documenting the stories of queer and trans people of color, abuse survivors, mixed-race people and diasporic South Asians and Sri Lankans. A central concern of her work is the interconnection of systems of colonialism, abuse and violence.
"
János Pilinszky,"János Pilinszky (25 November 1921 in Budapest – 27 May 1981 in Budapest) was one of the greatest Hungarian poets of the 20th century.
"
Sarah Pinder,"Sarah Pinder is a Canadian poet.[1]
"
Virgilio Piñera,"Virgilio Piñera Llera (Cárdenas, Cuba, August 4, 1912 – Havana, October 18, 1979) was a Cuban author, playwright, poet, short story writer, and essayist.
"
Jean-Paul Pinsonneault,"Jean-Paul Pinsonneault (1923 - 1978) was a Canadian writer, who won the Prix Québec-Paris[1] and the Governor General's Award for French-language fiction in 1964 for his novel Les terres sèches.[2] He also published the plays Cette terre de faim, Electre and Terre d'aube,[3] and the novels Jérôme Aquin, Le mauvais pain and Les abîmes de l'aube.
"
Alejandra Pizarnik,"Flora Alejandra Pizarnik (April 29, 1936 – September 25, 1972) was an Argentine poet. Her idiosyncratic and thematically introspective poetry has been considered ""one of the most unusual bodies of work in Latin American literature"",[1] and has been recognized and celebrated for its fixation on ""the limitation of language, silence, the body, night, the nature of intimacy, madness, [and] death"".[1]
"
David Plante,"David Robert Plante (born March 4, 1940  in Providence, Rhode Island) is an American novelist, diarist, and memoirist. The son of Albina Bisson and Aniclet Plante, he is of both French-Canadian and North American Indian descent.[1] He is a graduate of Boston College and the Université catholique de Louvain.[2] He has been published extensively including in The New Yorker and The Paris Review and various literary magazines. He is a fellow of the Royal Society of Literature.[2] Among his honours are: Henfield Fellow, University of East Anglia, 1975; British Arts Council Grant, 1977; Guggenheim Fellowship, 1983; American Academy and Institute of Arts and Letters Award, 1983. He is an Ambassador for the LGBT Committee of the New York Public Library. His voluminous diary is kept in the Berg Collection of the New York Public Library. His papers are kept in the library of The University of Tulsa, Oklahoma. He is a retired professor of creative writing at Columbia University.[2] His novels examine the spiritual in a variety of contexts, but notably in the milieu of large, working-class, Catholic families of French Canadian background. His male characters range from openly gay to sexually ambiguous and questioning.[3]
"
August von Platen,"Karl August Georg Maximilian Graf von Platen-Hallermünde (24 October 1796 – 5 December 1835) was a German poet and dramatist. In German he mostly is called Graf (Count) Platen.[2]
"
Plato,"
"
Casey Plett,"Casey Plett (born June 20, 1987) is a Canadian writer.
"
William Plomer,"
"
Plutarch,"
"
Craig Poile,"Craig Poile is a Canadian poet, who won the Archibald Lampman Award in 2010 for his collection True Concessions.[1] He was also a shortlisted nominee for the Gerald Lampert Award in 1999 for his debut collection First Crack,[1] and for an Ottawa Book Award in 2010 for True Concessions.[2]
"
Sydney Pokorny,"Sydney Pokorny (23 December 1965 – 1 September 2008) was a lesbian writer, editor, columnist and activist based in New York. She graduated from Vassar College in 1988 with a degree in art history. The author of numerous articles on topics ranging from ""Madonna Studies"" to art criticism and the AIDS epidemic; she also cowrote the Lambda Literary Award nominated[1] So You Want to be a Lesbian? with Liz Tracey.
"
Sarah Ponsonby,"
"
Ljuba Prenner,"
"
John Preston,"John Preston (December 11, 1945 in Medfield, Massachusetts – April 28, 1994 in Portland, Maine) was an author of gay erotica and an editor of gay nonfiction anthologies.
"
Edward Irenaeus Prime-Stevenson,"
"
Marcel Proust,"
"
Manuel Puig,"Juan Manuel Puig Delledonne (December 28, 1932 – July 22, 1990), commonly called Manuel Puig, was an Argentine author. Among his best-known novels are La traición de Rita Hayworth (Betrayed by Rita Hayworth, 1968), Boquitas pintadas (Heartbreak Tango, 1969), and El beso de la mujer araña (Kiss of the Spider Woman, 1976) which was adapted into the film released in 1985, directed by the Argentine-Brazilian director Héctor Babenco; and a Broadway musical in 1993.
"
Yair Qedar,"Yair Qedar (Hebrew: יאיר קדר‎, born June 13, 1969 in Afula, Israel) is an Israeli filmmaker and a civil-rights activist.[1] His academic training on 20th-century Hebrew literature (Tel Aviv University), propelled him into The Hebrews — a documentary project on the Hebrew and Jewish literary canon, centered on filmic portraits of Hebrew writers from the 17 century to recent days.[2] 16 feature length documentary films were made in the project so far. The documentary films which Qedar produced - and directed with other 10 Israeli film directors - all premiered in film festivals, aired on Israeli TV, circulated far and wide in hundreds of cinemas, cinematheques, community and cultural centers, in Israel and around the world[3] (United States and Canada, Europe, Australia and Russia) earning 14 awards[4] -Special Mention in Haifa film festival 2018 - Jury comments: ""A unique project of artistic and historical value that wonderfully preserves via documentary films, literary and poetic pearls, some of which, unfortunately, are becoming extinct."",[5] and 2016: first prize for filmmaking in the field of Jewish culture by the ministry of Education in Israel,[6] 2015: the Hebrews films won the prize for best television project in the Israeli Documentary competition). The project, both digital and print, offers altogether e14 documentary films, a video archive[7] and several books.[8] In 2019, Docaviv festival held a special retrospective for the Hebrews films, alongside Van Leer institute in Jerusalem, the Jewish Museum in Berlin as well as other institutions.[9][10]
"
Andy Quan,"Andy Quan (born 7 July 1969), is a Chinese-Canadian author who now lives in Sydney, Australia. In his writing, he frequently explores the ways in which sexual identity and cultural identity interact.[1] Quan is openly gay.[2]
"
Carol Queen,"Carol Queen (born 1957) is an American author, editor, sociologist and sexologist active in the sex-positive feminism movement. Queen is a two time Grand Marshal of San Francisco LGBTQ Pride. Queen has written on human sexuality in books such as Real Live Nude Girl: Chronicles of Sex-Positive Culture. She has written a sex tutorial, Exhibitionism for the Shy: Show Off, Dress Up and Talk Hot, as well as erotica, such as the novel The Leather Daddy and the Femme. Queen has produced adult movies, events, workshops and lectures. Queen was featured as an instructor and star in both installments of the Bend Over Boyfriend series about female-to-male anal sex, or pegging. She has also served as editor for compilations and anthologies. She is a sex-positive sex educator in the United States.[1]
"
Sina Queyras,"Sina Queyras is a Canadian writer.[1] To date they have published seven collections of poetry, a novel and an essay collection.
"
D. Michael Quinn,"
"
Cheryl Rainfield,"Cheryl Rainfield (born August 19, 1972) is a Canadian author. She is an incest and ritual abuse survivor. She battled with abuse by reading numerous books, and by writing and creating art during her early life which opened doors for her as an escape. She is an active feminist and a lesbian. Her favourite pastime is reading. She is a passionate reader, and enjoys writing and creating art.[1] She lives with her dog, Petal, and her cat, Amazon. She currently resides in Toronto, Ontario.[1]
"
David Rakoff,"
"
Ahmad Danny Ramadan,"Danny Ramadan (formerly Ahmad Danny Ramadan, born 31 May 1984) is a Syrian-Canadian award-winning novelist, public speaker, and LGBTQ-refugee activist who was born in Damascus, Syria.[1] Ramadan's work focuses on themes of immigration, identity, diaspora and belonging. His debut novel, The Clothesline Swing, won multiple awards. Currently, Ramadan lives in Vancouver, British Columbia with his husband.
"
Manuel Ramos Otero,"Manuel Ramos Otero (July 20, 1948 – October 7, 1990) was a Puerto Rican writer. He is widely considered to be the most important openly gay twentieth-century Puerto Rican writer who wrote in Spanish, and his work was often controversial due to its sexual and political content.[1] Ramos Otero died in San Juan, Puerto Rico, due to complications from AIDS.
"
James Randi,"
"
Lev Raphael,"Lev Raphael (born May 19, 1954) is an American writer of Jewish heritage.[1] He has published work in a variety of genres, including literary fiction, murder mysteries, fantasy, short stories, memoir and non-fiction,[1] and is known for being one of the most prominent LGBT figures in contemporary Jewish American literature.[2] He is one of the first American-Jewish writers to publish fiction about children of Holocaust survivors, beginning to do so in 1978.
"
Ian Iqbal Rashid,"
"
David Rayside,"
"
John Rechy,"John Francisco Rechy (born March 10, 1931) is an American novelist, essayist, memoirist, dramatist and literary critic. In his novels, he has written extensively about gay culture in Los Angeles and wider America, among other subject matter, and is among the pioneers of modern LGBT literature. City of Night, his debut novel published in 1963, was a best seller. Drawing on his own background, he has contributed to Chicano literature, notably with his novel The Miraculous Day of Amalia Gomez, which has been taught in several Chicano literature courses throughout the United States.
"
Riley Redgate,"Riley Redgate is the pen name of Ríoghnach Robinson (/ˈriːənɒk/), an American author of young adult fiction.[1]
"
Paul Reed,"Paul Reed (May 28, 1956 – January 28, 2002) was an American writer, best known as one of the first major writers of HIV/AIDS-themed literature in the United States.[1]
"
Raziel Reid,"Raziel Reid is a Canadian writer, whose debut young adult novel When Everything Feels Like the Movies won the Governor General's Award for English-language children's literature at the 2014 Governor General's Awards.[1] The novel, inspired in part by the 2008 murder of gay teenager Lawrence Fobes King,[2] was published by Arsenal Pulp Press in 2014.[3] Its launch was marked with a national book tour with Vivek Shraya, who was simultaneously promoting her new book She of the Mountains.[4]
"
Steven Reigns,"Steven Reigns (born 1975) is an American poet, artist and activist known for his poetry publications, his work as West Hollywood's first City Poet, his participatory art projects, his LGBT activism, and his scholarly work on Anaïs Nin.[1]
"
Mary Renault,"
"
Glen Retief,"
Glen Retief is a South African writer[1] who won a Lambda Literary Award in 2012 for his memoir The Jack Bank: A Memoir of a South African Childhood.[2]
The Jack Bank was also an Africa Book Club Book of 2011.
"
Josine Reuling,"
"
Gerard Reve,"
"
Nina Revoyr,"
"
Shane Rhodes,"Shane Rhodes is a Canadian poet.
"
Christopher Rice,"Christopher Travis Rice (born March 11, 1978) is an American author. Rice made his fiction debut in 2000 with the bestselling A Density of Souls, going on to write many more novels including The Snow Garden, The Heavens Rise, The Vines, as well as the Burning Girl series. His work spans multiple genres, including suspense, crime, supernatural thriller, and erotic romance.[1] With his mother Anne Rice, he is the co-author of the historical-horror novels Ramses the Damned: The Passion of Cleopatra and its sequel, Ramses the Damned: The Reign of Osiris.[2] [3]
"
Adrienne Rich,"Adrienne Cecile Rich (/ˈædˌriən/; May 16, 1929 – March 27, 2012) was an American poet, essayist and feminist. She was called ""one of the most widely read and influential poets of the second half of the 20th century"",[1][2] and was credited with bringing ""the oppression of women and lesbians to the forefront of poetic discourse"".[3] Rich criticized rigid forms of feminist identities, and valorized what she coined the ""lesbian continuum"", which is a female continuum of solidarity and creativity that impacts and fills women's lives.[4]
"
Christopher Richards,"
"
Bill Richardson,"
Bill Richardson (born 1955 in Winnipeg, Manitoba) is a Canadian radio broadcaster and author.
"
Nancy Richler,"
"
Arthur Rimbaud,"
"
Keith Ridgway,"Keith Ridgway (born 2 October 1965) is an Irish novelist.[1] An author,[2][3][4] he has been described as ""a worthy inheritor"" of ""the modernist tradition in Irish fiction.""[5]
"
Mireya Robles,"Mireya Robles (born 1934) is a Cuban American writer and literary critic.
"
Sophie Robinson,"
Sophie Robinson (born 1985) is an English poet and teacher.
"
Robert Rodi,"Robert Rodi (born 1956 in Chicago, Illinois) is an American novelist, playwright, comic book writer, essayist, and performance artist.
"
Nelson Rodrigues,"Nelson Falcão Rodrigues (August 23, 1912 – December 21, 1980) was a Brazilian playwright, journalist and novelist. In 1943, he helped usher in a new era in Brazilian theater with his play Vestido de Noiva (The Wedding Dress), considered revolutionary for the complex exploration of its characters' psychology and its use of colloquial dialogue. He went on to write many other seminal plays and today is widely regarded as Brazil's greatest playwright.
"
Paul Rogers,"Paul T. Rogers was an American writer. His sole published novel Saul's Book, an account of the gay underground hustler scene in Times Square, was the winner of Pushcart Press's Editors' Book Award in 1981.[1] The award, presented to unpublished manuscripts of quality which had been rejected by commercial publishers, included the novel's publication by Pushcart, which released Saul's Book in 1982;[2] a paperback edition by Penguin Books followed in 1984.[2] The novel had been rejected by 10 publishing companies before coming to Pushcart's attention.[2]
"
Ned Rorem,"Ned Rorem (born October 23, 1923[2]) is an American composer and diarist. He won a Pulitzer Prize for Music in 1976 for his Air Music: Ten Etudes for Orchestra.[3]
"
Mark Brennan Rosenberg,"Mark Brennan Rosenberg is an openly gay[1] author and comedian based in New York City.  He is the author of two books: Blackouts and Breakdowns - released on August 24, 2011, and Eating My Feelings: Tales of Overeating, Underperforming, and Coping with My Crazy Family - released on August 6, 2013 through Crown Publishing.[1] Rosenberg's writings and commentary focus on the issues that affect the lesbian, gay, bisexual, and transgender community; particularly alcohol addiction and substance abuse, which he discusses heavily in his first book.[2] Rosenberg has been sober since 2008. He is currently a contributor for The Huffington Post.[3] Rosenberg toured the country promoting his first book Blackouts and Breakdowns in 2012,[4] and again promoting his second book, Eating My Feelings, in late 2013.[5] Rosenberg's first novel This Made Me Think of You was released on April 5, 2016. It follows a couple's breakup over the course of a year solely through their social media, text and email exchanges.[6]
"
Sinclair Ross,"James Sinclair Ross, CM (January 22, 1908 – February 29, 1996) was a Canadian banker and author, who wrote novels and short fiction about life on the Canadian Prairies.[1] He is best known for his first novel, As For Me and My House.
"
Jeffrey Round,"Jeffrey Round is a Canadian writer, director, playwright, publisher, and songwriter, who has encouraged the development of LGBT literature, particularly in Canada. His published work includes literary fiction, plays, poetry and mystery novels.[1]
"
Andrea Routley,"Andrea Routley is a Canadian writer.[1] Her short story collection Jane and the Whales was a finalist for the Lambda Literary Award for Debut Fiction at the 26th Lambda Literary Awards in 2014.[2]
"
Michael Rowe,"Michael Rowe (born September 9, 1962)[1] is a Canadian writer, journalist, novelist and anthologist.  He has written for numerous publications in Canada and the United States including the National Post, The Globe and Mail, The United Church Observer, The Huffington Post and The Advocate.[2]
"
André Roy,"André Roy (born February 27, 1944) is a Canadian poet and arts critic from Quebec.[1] He won the Governor General's Award for French-language poetry in 1985 for Action writing[1] and was a shortlisted nominee for the award on three other occasions.
"
Shawn Stewart Ruff,"
"
Muriel Rukeyser,"
"
Jane Rule,"Jane Vance Rule, CM, OBC (28 March 1931 – 27 November 2007) was an American writer of lesbian-themed works. Her first novel, Desert of the Heart, appeared in 1964, when gay activity was still a criminal offence. It turned Rule into a reluctant media celebrity, and brought her massive correspondence from women who had never dared explore lesbianism. Rule became an active anti-censorship campaigner, and served on the executive of the Writers' Union of Canada.
"
Joanna Russ,"
"
Paul Russell,"Paul Russell is an American novelist, poet and short story writer. He is a two-time winner of the Ferro-Grumley Award for LGBT fiction, in 2000 for The Coming Storm and in 2012 for The Unreal Life of Sergey Nabokov.[1] The Unreal Life of Sergey Nabokov is a fictionalized portrayal of a real person - Sergey Nabokov, the gay younger brother of Russian novelist Vladimir Nabokov, about whom very little concrete biographical information is known.[2]
"
Elizabeth Ruth,"Elizabeth Ruth (born 1968) is a Canadian novelist.
"
Patrick Ryan,"Patrick Eugene Ryan (born 1965) is an American novelist and short story writer. His books include The Dream Life of Astronauts and Send Me, as well as three novels for young adults: Saints of Augustine, In Mike We Trust, and Gemini Bites.
"
Geoff Ryman,"
"
Rami Saari,"Rami Saari (Hebrew: רמי סערי‎; b. 17 September 1963, Petah Tikva, Israel) is an Israeli poet, translator, linguist and literary critic.
"
Umberto Saba,"
"
Vita Sackville-West,"
"
Marquis de Sade,"
"
Benjamin Alire Sáenz,"Benjamin Alire Sáenz (born August 16, 1954) is an American poet, novelist, and writer of children's books.
"
Assotto Saint,"Assotto Saint (October 2, 1957 - June 29, 1994) was a Haitian-born American poet, publisher and performance artist, who was a key figure in LGBT and African-American art and literary culture of the 1980s and early 1990s.[1]
"
Trish Salah,"Trish Salah is an Arab Canadian poet, activist, and academic. She is the author of the poetry collections, Wanting in Arabic, published in 2002 by TSAR Publications and Lyric Sexology Vol. 1, published by Roof Books in 2014. An expanded Canadian edition of Lyric Sexology, Vol. 1 was published by Metonymy Press in 2017.
"
George Santayana,"Jorge Agustín Nicolás Ruiz de Santayana y Borrás, known in English as George Santayana (/ˌsæntiˈænə, -ˈɑːnə/;[2] December 16, 1863 – September 26, 1952), was a philosopher, essayist, poet, and novelist. Originally from Spain, Santayana was raised and educated in the US from the age of eight and identified himself as an American, although he always retained a valid Spanish passport.[3] At the age of 48, Santayana left his position at Harvard and returned to Europe permanently.
"
Mayra Santos-Febres,"
"
Sappho,"
"
Severo Sarduy,"Severo Sarduy (February 25, 1937 – June 8, 1993) was a Cuban poet, author, playwright, and critic of Cuban literature and art. Some of his works deal explicitly with male homosexuality and transvestism.[1][2][3]
"
Frank Sargeson,"
"
May Sarton,"
"
Dan Savage,"
"
Gail Scott,"Gail Scott (born 1945) is a Canadian novelist, short story writer, essayist and translator,[1] best known for her work in experimental forms such as prose poetry[1] and New Narrative.[2] She was a major contributor to 1980s Québécoise feminist language theory, known as écriture au féminin,[3] which explores the relationship between language, bodies, and feminist politics.[4] Many of her novels and stories deal with fragmentation in time, in subjects, and in narrative structures.[5]
"
Sarah Schulman,"Sarah Miriam Schulman (born July 28, 1958) is an American novelist, playwright, nonfiction writer, screenwriter, gay activist,[1] and AIDS historian. She is a Distinguished Professor of the Humanities at College of Staten Island (CSI) and a Fellow at the New York Institute for the Humanities. She is a recipient of the Bill Whitehead Award.
"
V. E. Schwab,"Victoria (V. E.) Schwab (born July 7, 1987) is an American fantasy author best known for her 2013 novel Vicious, the Shades of Magic series, The Invisible Life of Addie LaRue, and her children's and young adult fiction books published under the name Victoria Schwab.
"
Gregory Scofield,"Gregory Scofield (born July 20, 1966 in Maple Ridge, British Columbia)[1] is a Canadian Métis poet, beadwork artist, dramatist and non-fiction writer. He is a graduate of the Gabriel Dumont Institute Native Human Justice Program.[2][1] His written and performance art draws on Cree story-telling traditions.[3] He has published two instruction books on doing Métis flower-beadwork for the Gabriel Dumont Institute.
"
Manda Scott,"
"
Sarah Scott,"
"
David Sedaris,"
"
Shyam Selvadurai,"
"
Maurice Sendak,"
"
Anna Seward,"
"
Ken Shakin,"Ken Shakin (born 1959 in New York City) is a writer of underground transgressive fiction.[1]
"
Merry Shannon,"Merry Shannon is an American author. She writes lesbian romance/adventure novels and short stories published by Bold Strokes Books.
"
Bradford Shellhammer,"
"
Lorimer Shenher,"Lorimer Shenher is a Canadian writer and former police officer.[1] The former head of the Missing Persons Unit of the Vancouver Police Department,[2] he is most noted for his 2015 non-fiction book Lonely Section of Hell: The Botched Investigation of a Serial Killer Who Almost Got Away,[3][4] about the regulatory and bureaucratic failures that hampered his investigation of serial killer Robert Pickton.[5] The book was a shortlisted finalist for the Edna Staebler Award[5] and the City of Vancouver Book Award in 2015.
"
Reginald Shepherd,"Reginald Shepherd (April 10, 1963 – September 10, 2008) was an American poet, born in New York City and raised in the Bronx.[1] He died of cancer in Pensacola, Florida, in 2008.
"
Randy Shilts,"
"
Vivek Shraya,"Vivek Shraya (born February 15, 1981) is a Canadian musician, writer, and visual artist. She currently lives in Calgary, Alberta,[1] where she is an assistant professor in the creative writing program at University of Calgary.[2]
"
jaye simpson,"jaye simpson is an Oji-Cree-Salteaux writer from Canada,[1] most noted as a shortlisted finalist for the Dayne Ogilvie Prize for LGBTQ Canadian writers in 2021.[2]
"
Andy Sinclair,"Andy Sinclair is a Canadian writer,[1] whose debut novel Breathing Lessons was a shortlisted nominee for the Lambda Literary Award for Gay Fiction at the 28th Lambda Literary Awards.[2]
"
Edith Sitwell,"
"
Michael Sledge,"Michael Sledge is an American writer.[1] His 2010 debut novel The More I Owe You, about the relationship between Elizabeth Bishop and Lota de Macedo Soares,[2] won the Ferro-Grumley Award in 2011[3] and was a shortlisted nominee for the Lambda Literary Award in the Lesbian Debut Fiction category at the 23rd Lambda Literary Awards.[4]
"
Ali Smith,"
"
Michael V. Smith,"Michael V. Smith is a Canadian novelist, poet and filmmaker, originally from Cornwall, Ontario[1] and now living in Kelowna, British Columbia. His debut novel, Cumberland, was nominated for the Books in Canada First Novel Award in 2002. He has also been a nominee for the Journey Prize and the inaugural winner of the Dayne Ogilvie Prize,[2] and has published two books of poetry, What You Can't Have and Body of Text,[1] and a memoir, My Body Is Yours.[3]
"
K. M. Soehnlein,"
Karl Soehnlein better known by his literary name K. M. Soehnlein is an American writer who wrote the novels The World of Normal Boys and You Can Say You Knew Me When. He was also part of the band The Cubby Creatures.
"
Kamal Al-Solaylee,"
"
Pablo Soler Frost,"Pablo Soler Frost (born October 7, 1965) is a Mexican novelist, essayist, translator, playwright, short-story and screen writer. A polyglot (he speaks fluently Spanish, German, English, French and Catalan), he has translated into Spanish several works and poems by Shakespeare, Walpole, Walter Scott, Shelley, John Henry Newman, Joseph Conrad, Robert Frost, Rainer M. Rilke, Theodor Daübler and Joanna Walsh.
"
Susan Sontag,"
"
Tom Spanbauer,"Tom Spanbauer is an American writer whose work often explores issues of sexuality, race, and the ties that bind disparate people together. Raised in Idaho, Spanbauer has lived in Kenya and across the United States. He lives in Portland, Oregon, where he teaches a course titled ""dangerous writing"".[1] He graduated in 1988 from Columbia University with an MFA in Fiction and has written five novels.[2]
"
Sir Stephen Spender,"
"
Jack Spicer,"Jack Spicer (January 30, 1925 – August 17, 1965) was an American poet often identified with the San Francisco Renaissance.[1] In 2009, My Vocabulary Did This to Me: The Collected Poetry of Jack Spicer won the American Book Award for poetry. He spent most of his writing-life in San Francisco,
"
Rae Spoon,"
"
Gertrude Stein,"Gertrude Stein (February 3, 1874 – July 27, 1946) was an American novelist, poet, playwright, and art collector. Born in Pittsburgh, Pennsylvania, in the Allegheny West neighborhood and raised in Oakland, California, Stein moved to Paris in 1903, and made France her home for the remainder of her life. She hosted a Paris salon, where the leading figures of modernism in literature and art, such as Pablo Picasso, Ernest Hemingway, F. Scott Fitzgerald, Sinclair Lewis, Ezra Pound, Sherwood Anderson and Henri Matisse, would meet.[1]
"
Andreas Steinhöfel,"
"
Ian Stephens,"Ian Stephens (1955 – March 22, 1996) was a Canadian poet, journalist and musician from Montreal, Quebec, best known as one of the major Canadian voices in the spoken word movement of the 1990s.[1] Most of his work focused on his experiences living with AIDS.[2]
"
Kent Stetson,"Kent Stetson, CM (born July 5, 1948 in Marshfield, Prince Edward Island) is a Canadian playwright and novelist.[1]
"
Susan Stinson,"Susan Stinson is an American writer. She has published four novels and a collection of poetry. 
"
John Elizabeth Stintzi,"
John Elizabeth Stintzi is a Canadian-born writer, most noted for winning the RBC Bronwen Wallace Award for Emerging Writers in 2019.[1] They are a dual citizen of both the United States and Canada.
"
Charles Warren Stoddard,"
"
Aryeh Lev Stollman,"Aryeh Lev Stollman is a writer and physician based in the United States.[1] A neuroradiologist at Mount Sinai Medical Center in New York City,[1] he has also published several works of fiction.[2]
"
Lytton Strachey,"
"
Allan Stratton,"Allan Stratton (born 1951) is a Canadian playwright and novelist.
"
Susan Stryker,"Susan O'Neal Stryker (born 1961)[3] is an American professor, author, filmmaker, and theorist whose work focuses on gender and human sexuality. She is Professor of Gender and Women's Studies, former director of the Institute for LGBT Studies, and founder of the Transgender Studies Initiative at the University of Arizona, and is currently on leave while holding an appointment as Barbara Lee Distinguished Chair in Women's Leadership at Mills College. Stryker also serves on the Advisory Council of METI (Messaging Extraterrestrial Intelligence). 
A transgender woman, she is the author of several books about LGBT history and culture.[4]
"
Douglas Stuart,"
"
Howard Sturgis,"Howard Overing Sturgis (January 30, 1855 – February 7, 1920) was an English-language novelist who wrote about same-sex love. Of American parentage, he lived and worked in Britain.
"
Algernon Swinburne,"
"
John Addington Symonds,"
"
Scott Symons,"Hugh Brennan Scott Symons (July 13, 1933 – February 23, 2009), known professionally as Scott Symons, was a Canadian writer.[1] He was most noted for his novels Place d'Armes and Civic Square, among the first works of LGBT literature ever published in Canada,[2] as well as a personal life that was often plagued by scandal and interpersonal conflict.[1]
"
Shawn Syms,"Shawn Syms (born 1970) is a Canadian writer and activist on LGBT issues and other aspects of progressive politics based in Toronto, Ontario.
"
Proma Tagore,"
"
Mutsuo Takahashi,"Mutsuo Takahashi (高橋 睦郎, Takahashi Mutsuo, born December 15, 1937) is one of the most prominent and prolific male poets, essayists, and writers of contemporary Japan, with more than three dozen collections of poetry, several works of prose, dozens of books of essays, and several major literary prizes to his name. He is especially well known for his open writing about male homoeroticism.  He currently lives in the seaside town of Zushi, several kilometers south of Yokohama, Japan.
"
Mariko Tamaki,"
"
Jordan Tannahill,"Jordan Tannahill is a Canadian author, playwright, filmmaker, and theatre director.
"
Joelle Taylor,"
"
Valerie Taylor,"The page is about the novelist and poet. For the diver and shark expert see Ron & Valerie Taylor
"
Michelle Tea,"Michelle Tea (born Michelle Tomasik, 1971) is an American author, poet, and literary arts organizer whose autobiographical works explore queer culture, feminism, race, class, sex work, and other topics.[1] She is originally from Chelsea, Massachusetts and was identified with the San Francisco, California literary and arts community for many years. She currently lives in Los Angeles.[2] Her books, mostly memoirs, are known for their exposition of the queercore community.[1]
"
Sara Teasdale,"Sara Teasdale (August 8, 1884 – January 29, 1933) was an American lyric poet. She was born Sarah Trevor Teasdale in St. Louis, Missouri, and used the name Sara Teasdale Filsinger after her marriage in 1914.[1]
"
Richard Teleky,"Richard Paul Teleky (born 1946) is a Canadian writer and academic, currently a professor in the Humanities Department at York University in Toronto, Ontario.[1]
His primary research areas include Central European literature, ethnic studies/immigrant literature, early modernist writing, and film and contemporary culture, as well as the creative process.[2]
"
