name,bio
Society for Promoting Christian Knowledge,"
"
Troubador Press,"Malcolm Whyte is an author, editor, publisher, and founder of the  in . He has produced nearly 200 books, 45 of which he has written or co-written. His taste is for unique, offbeat ideas with a sense of good humor and produced with an eye for color and beautiful graphics as represented by The Original Old Radio Game (possibly the world's first trivia book) from 1965 to Maxon: Art Out of Chaos, FU (Fantagraphics Underground) Press, 2018.
"
Tupelo Press,"Tupelo Press is an American not-for-profit literary press founded in 1999. It produced its first titles in 2001, publishing poetry, fiction and non-fiction. Originally located in Dorset, Vermont, the press has since moved to .
"
Tuttle Publishing,"Tuttle Publishing, originally the Charles E. Tuttle Company, is a   company that includes Tuttle, Periplus Editions, and Journey Editions. A company profile describes it as an ""International publisher of innovative books on design, cooking, martial arts, language, travel and spirituality with a focus on China, Japan and Southeast Asia."" Many of its books on , particularly those on , were the first widely read publications on these subjects in the English language.
"
Twelveheads Press,"Twelveheads Press  is an independent publishing company based in  near , , . Best known for their Cornish Heritage series but also well known by scholars and enthusiasts for their transport and mining books: the firm takes its name from the hamlet of .
"
Two Dollar Radio,"Two Dollar Radio is an independent family-run publisher based in . The company was founded in 2005 by husband-and-wife team Eric Obenauf and Eliza Jane Wood-Obenauf, with Brian Obenauf. The press specializes in literary fiction. In 2013 they launched their micro-budget film division, Two Dollar Radio ""Moving Pictures."" In 2017 they co-founded the annual Columbus, Ohio, arts festival The Flyover Fest. Also in 2017 (September) the press opened a brick-and-mortar named  on the south side of Columbus, Ohio, which is a bookstore, full bar, performance space, and vegan coffeehouse and cafe, carrying Two Dollar Radio titles as well as a selection of almost exclusively independently published books.
"
UCL Press,NaN
UniMinds Media,NaN
United States Government Publishing Office,"
"
Universal Publishers (United States),"Universal Publishers is the parent  of three non-fiction book  specializing in nonfiction, how-to, technical and academic titles (Universal-Publishers, BrownWalker Press & Dissertation.com). It originally began in 1997 as ""Dissertation.com,"" one of the first companies to use  and PDF ()  technologies to publish academic  and  dissertations for sale online. The company was founded by Jeffrey R. Young, while he was in graduate school as a way to make academic dissertations widely available to other students and researchers at a reasonable price.
"
University of Akron Press,"The University of Akron Press is a nonprofit  that is a part of The . Founded in 1988, the Press is currently directed by Jon Miller and is a member of . 
"
University of Alabama Press,"The University of Alabama Press is a  founded in 1945 and is the scholarly publishing arm of the . An  composed of representatives from all doctoral degree granting public universities within Alabama oversees the publishing program. Projects are selected that support, extend, and preserve academic research. The Press also publishes books that foster an understanding of the history and culture of this state and region. The Press strives to publish works in a wide variety of formats such as print, electronic, and on-demand technologies to ensure that the works are widely available.
"
University of Alaska Press,"
"
University of British Columbia Press,"The University of British Columbia Press (UBC Press) is a  that is part of the . It was established in 1971. The Press is based in , , Canada, and has editorial offices in , British Columbia, and , . UBC Press is primarily a social sciences publisher. It publishes books of original scholarship that draws on and reflects current research. Each year UBC Press publishes seventy new titles in a number of fields, including Aboriginal studies, Asian studies, Canadian history, environmental studies, gender and women's studies, health and food studies, geography, law, media and communications, military and security studies, planning and urban studies, and political science.
"
University of California Press,"University of California Press, otherwise known as UC Press, is a  associated with the  that engages in . It was founded in 1893 to publish scholarly and scientific works by faculty of the University of California, established 25 years earlier in 1868, and has been officially headquartered at the University's flagship campus in Berkeley, California, since its inception.
"
University of Chicago Press,"The University of Chicago Press is the largest and one of the oldest  in the United States. It is operated by the  and publishes a wide variety of academic titles, including , numerous academic journals, and advanced monographs in the academic fields.
"
University of Michigan Press,"
"
University of Minnesota Press,"The University of Minnesota Press is a  that is part of the . It had annual revenues of just over $8 million in FY 2018.
"
University of Nebraska Press,"The University of Nebraska Press, also known as UNP, was founded in 1941 and is an  of  and general-interest books. The press is under the auspices of the , the main campus of the . UNP publishes primarily  books and , in both print and electronic editions. The press has particularly strong publishing programs in , , sports, world and national affairs, and military history. The press has also been active in reprinting classic books from various genres, including  and .
"
University of Pennsylvania Press,"The University of Pennsylvania Press (or Penn Press) is a  affiliated with the  located in , . 
"
University of Queensland Press,"
"
University of South Carolina Press,"The University of South Carolina Press (or UofSC Press, or USC Press), founded in 1944, is a  that is part of the . It is based in .  The University of South Carolina Press is one of the oldest and most distinguished publishing houses in the South. With more than 1,300 books available in print and digital formats, and publishing approximately forty new books annually, UofSC Press serves the state and the University of South Carolina. Our publications educate, inform, entertain, and inspire while advancing knowledge.  
"
University of Toronto Press,"The University of Toronto Press is a Canadian  founded in 1901. Although founded in 1901, the press did not publish any books until 1911.
"
University of Wales Press,"
"
The University Press Limited,"The University Press Limited, commonly abbreviated as UPL, is an academic publishing house based in , Bangladesh. UPL was established in 1975 as a successor to ' Dhaka branch where  was chief executive. Its success in the publishing industry led to winning the  16 times since 1981. UPL is also the first publisher in Bangladesh to export books, and its books are also found at the libraries of  universities in the US. As of 2018, UPL has published around 1,500 books.
"
University Press of America,"University Press of America is an  based in the United States. Part of the independent  Publishing Group, it was founded in 1975 and states that it has published ""more than 10,000 academic, scholarly, and biographical titles in many disciplines"".  It acquired Rowman & Littlefield in 1988 and took that name for the parent company.
"
University Press of Kansas,"The University Press of Kansas is a publisher located in .  Operated by , it represents the six state universities in the US state of : , ,  (K-State), , the  (KU), and .
"
University Press of Kentucky,"The University Press of Kentucky (UPK) is the scholarly  for the Commonwealth of , and was organized in 1969 as successor to the University of Kentucky Press. The  had sponsored scholarly publication since 1943. In 1949 the press was established as a separate academic agency under the university president, and the following year Bruce F. Denbo, then of , was appointed as the first full-time professional director. Denbo served as director of UPK until his retirement in 1978, building a small but distinguished list of scholarly books with emphasis on American history and literary criticism.
"
Usborne Publishing,"
"
Valancourt Books,"
"
Velázquez Press,"Velázquez Press is the  of Velázquez Spanish and English Dictionary.
"
Verso Books,"Verso Books (formerly New Left Books) is a publishing house based in  and , founded in 1970 by the staff of .
"
Victor Gollancz Ltd,"
"
Viking Press,"Viking Press (formally Viking Penguin, also listed as Viking Books) is an American  now owned by . It was founded in  on March 1, 1925, by Harold K. Guinzburg and George S. Oppenheim and then acquired by the  in 1975.
"
Vintage Books,"Vintage Books is a trade paperback publishing  established in 1954 by .
"
Virago Press,"
"
Virgin Books,"
"
Voyager Books,"HarperCollins Publishers LLC is one of the  English-language publishing companies, alongside , , , and . The company is headquartered in New York City and is a subsidiary of . The name is a combination of several publishing firm names: , an American publishing company acquired in 1987—whose own name was the result of an earlier merger of  (founded in 1817) and Row, Peterson & Company—together with Scottish publishing company  (founded in 1819), acquired in 1989.
"
HarperCollins,"HarperCollins Publishers LLC is one of the  English-language publishing companies, alongside , , , and . The company is headquartered in New York City and is a subsidiary of . The name is a combination of several publishing firm names: , an American publishing company acquired in 1987—whose own name was the result of an earlier merger of  (founded in 1817) and Row, Peterson & Company—together with Scottish publishing company  (founded in 1819), acquired in 1989.
"
W. H. Allen & Co.,"
"
W. W. Norton & Company,"W. W. Norton & Company is an American publishing company based in . Established in 1923, It has been owned wholly by its employees since the early 1960s. The company is known for its  (particularly ) and its texts in the Norton Critical Editions series, both of which are frequently assigned in university literature courses.
"
Walter de Gruyter,"
"
Ward Lock & Co,"Ward, Lock & Co. was a publishing house in the  that started as a partnership and developed until it was eventually absorbed into the publishing combine of .
"
WBusiness Books,"New Win Publishing is a  based in .  New Win Publishing is owned by Academic Learning Company, LLC.   
"
Weidenfeld & Nicolson,"Weidenfeld & Nicolson Ltd (established 1949), often shortened to W&N or Weidenfeld, is a British publisher of fiction and reference books. It has been a division of the French-owned  since 1991.
"
Well-Trained Mind Press,"Susan Wise Bauer (born 1968) is an  ,  instructor of writing and American literature at , and founder of  (formerly Peace Hill Press).
"
Wesleyan University Press,"Wesleyan University Press is a  that is part of  in . The Press is currently directed by Suzanna Tamminen, a published poet and essayist.
"
WestBow Press,"Thomas Nelson is a  firm that began in West Bow, , Scotland, in 1798 as the namesake of its founder. It is a  of , the publishing unit of . It describes itself as a ""world leading publisher and provider of Christian content"".
"
Thomas Nelson,"Thomas Nelson is a  firm that began in West Bow, , Scotland, in 1798 as the namesake of its founder. It is a  of , the publishing unit of . It describes itself as a ""world leading publisher and provider of Christian content"".
"
Westminster John Knox Press,"Westminster John Knox Press is a book publisher in  and is part of , the publishing arm of the -based . Their publishing focus is on books in:
"
Wildside Press,"Wildside Press is an independent  company in , United States. It was founded in 1989 by  and . While the press was originally conceived as a publisher of  in both  and , its focus has broadened since then, both in content and format.
"
Wiley,"John Wiley & Sons, Inc., commonly known as Wiley (), is an American   founded in 1807 that focuses on  and instructional materials. The company produces books, , and , in print and electronically, as well as online products and services, training materials, and educational materials for undergraduate, graduate, and continuing education students.
"
William Edwin Rudge,"William Edwin Rudge is the name of a grandfather, father and son, all of whom worked in the printing business.
"
William B. Eerdmans Publishing Company,"
"
Windgate Press,"Windgate Press is a small   located in  whose focus is on  and   .
"
Wipf and Stock,"Wipf and Stock is a publisher in , publishing works in theology, biblical studies, history and philosophy.
"
Wisdom Publications,"The Foundation for the Preservation of the Mahayana Tradition (FPMT) was founded in 1975 by Lamas  and , who began teaching Buddhism to Western students in . The FPMT has grown to encompass over 160 Dharma centers, projects, and services in 37 countries. Since the death of Lama Yeshe in 1984, the FPMT's spiritual director has been Lama Zopa Rinpoche.
"
Witherby Publishing Group,"
"
Woodhead Publishing,"Woodhead Publishing Limited was established in 1989 as an independent international  company of science and technical books. The company publishes books in association with The , Cambridge International Science Publishing. They have previously published books in association with The  (IOM3) and the European Federation of Corrosion.
"
Wordfarm,"WordFarm is a small, independent, literary press based in Seattle, Washington. WordFarm publishes literary fiction, nonfiction and poetry.
"
Workman Publishing Company,"Workman Publishing Company is an independent publisher of trade books and calendars, known primarily for non-fiction books along with calendars.  Located in , US, the company includes several  with offices located throughout the .   Peter Workman founded the company in 1968 when he published the book Yoga 28-Day Exercise Plan.  As of July 2007, two-thirds of the books published by the company remained in print.
"
World Publishing Company,"The World Publishing Company was an American publishing company founded by . Originally headquartered in , the company later added an office in . The company published , , ,  books, , , and , primarily from 1940 to 1980. Authors published by World Publishing Company include , , , , , , , , and . The company's Cleveland headquarters were located in the .
"
World Scientific,"World Scientific Publishing is an  of scientific, technical, and medical books and  headquartered in . The company was founded in 1981. It publishes about 600 books annually as well as 135 journals in various fields. In 1995, World Scientific co-founded the London-based  together with the .
"
Wrecking Ball Press,"Wrecking Ball Press is an independent poetry & prose publishing company, based in , , England.  Wrecking Ball Press was established and is edited by Shane Rhodes; it was born in the back of a café.
"
Wrox Press,"Wrox Press (established in 1992) is a   , originally based in , England. Wrox uses a ""programmer to programmer"" approach, as all books published by Wrox are written by .[] The original books were easily recognized by their red covers and black and white pictures of the authors.
"
Wiley,"John Wiley & Sons, Inc., commonly known as Wiley (), is an American   founded in 1807 that focuses on  and instructional materials. The company produces books, , and , in print and electronically, as well as online products and services, training materials, and educational materials for undergraduate, graduate, and continuing education students.
"
WSOY,"Sanoma Corporation (: Sanoma , formerly SanomaWSOY) is Finland's largest media group. The company has media business in Finland and a learning business in Belgium, the Netherlands, Poland, Sweden, Norway and Spain, among others. The company is headquartered in Helsinki. At the end of 2020, Sanoma had approximately 4,800 employees.
"
Xoanon Publishing,"Andrew D. Chumbley (15 September 1967 – 15 September 2004) was an  practitioner and theorist of , and a writer, poet and artist. He was Magister of the UK-based magical group Cultus Sabbati.
"
Yale University Press,"Yale University Press is a  associated with .  It was founded in 1908 by George Parmly Day, and became an official  of  in 1961, but it remains financially and operationally autonomous.
"
Zed Books,"
"
Ziff Davis,"
"
Zondervan,"Zondervan is an international  and publishing company located in . Zondervan is a founding member of the  (ECPA). They are a part of  . and has multiple imprints including Zondervan Academic, Zonderkidz, Blink, and Editorial Vida. Zondervan is the commercial rights holder for the  (NIV) Bible in North America.
"
